"period","respondent","respondent-name","fueltype","type-name","value","value-units","type"
"2024-02-21T10","US48","United States Lower 48",NA,"Demand","423911","megawatthours","D"
"2024-02-21T09","US48","United States Lower 48",NA,"Demand","419098","megawatthours","D"
"2024-02-21T08","US48","United States Lower 48",NA,"Demand","420021","megawatthours","D"
"2024-02-21T07","US48","United States Lower 48",NA,"Demand","424950","megawatthours","D"
"2024-02-21T06","US48","United States Lower 48",NA,"Demand","434589","megawatthours","D"
"2024-02-21T05","US48","United States Lower 48",NA,"Demand","447494","megawatthours","D"
"2024-02-21T04","US48","United States Lower 48",NA,"Demand","463053","megawatthours","D"
"2024-02-21T03","US48","United States Lower 48",NA,"Demand","475949","megawatthours","D"
"2024-02-21T02","US48","United States Lower 48",NA,"Demand","482194","megawatthours","D"
"2024-02-21T01","US48","United States Lower 48",NA,"Demand","480193","megawatthours","D"
"2024-02-21T00","US48","United States Lower 48",NA,"Demand","469324","megawatthours","D"
"2024-02-20T23","US48","United States Lower 48",NA,"Demand","453296","megawatthours","D"
"2024-02-20T22","US48","United States Lower 48",NA,"Demand","444076","megawatthours","D"
"2024-02-20T21","US48","United States Lower 48",NA,"Demand","438890","megawatthours","D"
"2024-02-20T20","US48","United States Lower 48",NA,"Demand","440550","megawatthours","D"
"2024-02-20T19","US48","United States Lower 48",NA,"Demand","446155","megawatthours","D"
"2024-02-20T18","US48","United States Lower 48",NA,"Demand","454438","megawatthours","D"
"2024-02-20T17","US48","United States Lower 48",NA,"Demand","463770","megawatthours","D"
"2024-02-20T16","US48","United States Lower 48",NA,"Demand","477192","megawatthours","D"
"2024-02-20T15","US48","United States Lower 48",NA,"Demand","496053","megawatthours","D"
"2024-02-20T14","US48","United States Lower 48",NA,"Demand","515676","megawatthours","D"
"2024-02-20T13","US48","United States Lower 48",NA,"Demand","517587","megawatthours","D"
"2024-02-20T12","US48","United States Lower 48",NA,"Demand","491709","megawatthours","D"
"2024-02-20T11","US48","United States Lower 48",NA,"Demand","462117","megawatthours","D"
"2024-02-20T10","US48","United States Lower 48",NA,"Demand","445041","megawatthours","D"
"2024-02-20T09","US48","United States Lower 48",NA,"Demand","438843","megawatthours","D"
"2024-02-20T08","US48","United States Lower 48",NA,"Demand","437810","megawatthours","D"
"2024-02-20T07","US48","United States Lower 48",NA,"Demand","441245","megawatthours","D"
"2024-02-20T06","US48","United States Lower 48",NA,"Demand","448617","megawatthours","D"
"2024-02-20T05","US48","United States Lower 48",NA,"Demand","460909","megawatthours","D"
"2024-02-20T04","US48","United States Lower 48",NA,"Demand","474549","megawatthours","D"
"2024-02-20T03","US48","United States Lower 48",NA,"Demand","486896","megawatthours","D"
"2024-02-20T02","US48","United States Lower 48",NA,"Demand","491426","megawatthours","D"
"2024-02-20T01","US48","United States Lower 48",NA,"Demand","486441","megawatthours","D"
"2024-02-20T00","US48","United States Lower 48",NA,"Demand","473377","megawatthours","D"
"2024-02-19T23","US48","United States Lower 48",NA,"Demand","456877","megawatthours","D"
"2024-02-19T22","US48","United States Lower 48",NA,"Demand","448310","megawatthours","D"
"2024-02-19T21","US48","United States Lower 48",NA,"Demand","445219","megawatthours","D"
"2024-02-19T20","US48","United States Lower 48",NA,"Demand","448261","megawatthours","D"
"2024-02-19T19","US48","United States Lower 48",NA,"Demand","455726","megawatthours","D"
"2024-02-19T18","US48","United States Lower 48",NA,"Demand","467130","megawatthours","D"
"2024-02-19T17","US48","United States Lower 48",NA,"Demand","476084","megawatthours","D"
"2024-02-19T16","US48","United States Lower 48",NA,"Demand","490744","megawatthours","D"
"2024-02-19T15","US48","United States Lower 48",NA,"Demand","507133","megawatthours","D"
"2024-02-19T14","US48","United States Lower 48",NA,"Demand","519981","megawatthours","D"
"2024-02-19T13","US48","United States Lower 48",NA,"Demand","515585","megawatthours","D"
"2024-02-19T12","US48","United States Lower 48",NA,"Demand","492232","megawatthours","D"
"2024-02-19T11","US48","United States Lower 48",NA,"Demand","466898","megawatthours","D"
"2024-02-19T10","US48","United States Lower 48",NA,"Demand","452742","megawatthours","D"
"2024-02-19T09","US48","United States Lower 48",NA,"Demand","446020","megawatthours","D"
"2024-02-19T08","US48","United States Lower 48",NA,"Demand","439371","megawatthours","D"
"2024-02-19T07","US48","United States Lower 48",NA,"Demand","445051","megawatthours","D"
"2024-02-19T06","US48","United States Lower 48",NA,"Demand","450999","megawatthours","D"
"2024-02-19T05","US48","United States Lower 48",NA,"Demand","461888","megawatthours","D"
"2024-02-19T04","US48","United States Lower 48",NA,"Demand","475009","megawatthours","D"
"2024-02-19T03","US48","United States Lower 48",NA,"Demand","482912","megawatthours","D"
"2024-02-19T02","US48","United States Lower 48",NA,"Demand","484418","megawatthours","D"
"2024-02-19T01","US48","United States Lower 48",NA,"Demand","478915","megawatthours","D"
"2024-02-19T00","US48","United States Lower 48",NA,"Demand","463733","megawatthours","D"
"2024-02-18T23","US48","United States Lower 48",NA,"Demand","446066","megawatthours","D"
"2024-02-18T22","US48","United States Lower 48",NA,"Demand","437364","megawatthours","D"
"2024-02-18T21","US48","United States Lower 48",NA,"Demand","436832","megawatthours","D"
"2024-02-18T20","US48","United States Lower 48",NA,"Demand","442887","megawatthours","D"
"2024-02-18T19","US48","United States Lower 48",NA,"Demand","452965","megawatthours","D"
"2024-02-18T18","US48","United States Lower 48",NA,"Demand","463819","megawatthours","D"
"2024-02-18T17","US48","United States Lower 48",NA,"Demand","475625","megawatthours","D"
"2024-02-18T16","US48","United States Lower 48",NA,"Demand","487469","megawatthours","D"
"2024-02-18T15","US48","United States Lower 48",NA,"Demand","495919","megawatthours","D"
"2024-02-18T14","US48","United States Lower 48",NA,"Demand","495409","megawatthours","D"
"2024-02-18T13","US48","United States Lower 48",NA,"Demand","485488","megawatthours","D"
"2024-02-18T12","US48","United States Lower 48",NA,"Demand","472294","megawatthours","D"
"2024-02-18T11","US48","United States Lower 48",NA,"Demand","462985","megawatthours","D"
"2024-02-18T10","US48","United States Lower 48",NA,"Demand","458294","megawatthours","D"
"2024-02-18T09","US48","United States Lower 48",NA,"Demand","456751","megawatthours","D"
"2024-02-18T08","US48","United States Lower 48",NA,"Demand","459652","megawatthours","D"
"2024-02-18T07","US48","United States Lower 48",NA,"Demand","465280","megawatthours","D"
"2024-02-18T06","US48","United States Lower 48",NA,"Demand","473536","megawatthours","D"
"2024-02-18T05","US48","United States Lower 48",NA,"Demand","484728","megawatthours","D"
"2024-02-18T04","US48","United States Lower 48",NA,"Demand","496697","megawatthours","D"
"2024-02-18T03","US48","United States Lower 48",NA,"Demand","505266","megawatthours","D"
"2024-02-18T02","US48","United States Lower 48",NA,"Demand","508470","megawatthours","D"
"2024-02-18T01","US48","United States Lower 48",NA,"Demand","506118","megawatthours","D"
"2024-02-18T00","US48","United States Lower 48",NA,"Demand","495677","megawatthours","D"
"2024-02-17T23","US48","United States Lower 48",NA,"Demand","479522","megawatthours","D"
"2024-02-17T22","US48","United States Lower 48",NA,"Demand","469955","megawatthours","D"
"2024-02-17T21","US48","United States Lower 48",NA,"Demand","469638","megawatthours","D"
"2024-02-17T20","US48","United States Lower 48",NA,"Demand","473526","megawatthours","D"
"2024-02-17T19","US48","United States Lower 48",NA,"Demand","479786","megawatthours","D"
"2024-02-17T18","US48","United States Lower 48",NA,"Demand","484541","megawatthours","D"
"2024-02-17T17","US48","United States Lower 48",NA,"Demand","488045","megawatthours","D"
"2024-02-17T16","US48","United States Lower 48",NA,"Demand","488698","megawatthours","D"
"2024-02-17T15","US48","United States Lower 48",NA,"Demand","483581","megawatthours","D"
"2024-02-17T14","US48","United States Lower 48",NA,"Demand","470673","megawatthours","D"
"2024-02-17T13","US48","United States Lower 48",NA,"Demand","454013","megawatthours","D"
"2024-02-17T12","US48","United States Lower 48",NA,"Demand","438710","megawatthours","D"
"2024-02-17T11","US48","United States Lower 48",NA,"Demand","428837","megawatthours","D"
"2024-02-17T10","US48","United States Lower 48",NA,"Demand","423926","megawatthours","D"
"2024-02-17T09","US48","United States Lower 48",NA,"Demand","423415","megawatthours","D"
"2024-02-17T08","US48","United States Lower 48",NA,"Demand","426901","megawatthours","D"
"2024-02-17T07","US48","United States Lower 48",NA,"Demand","433317","megawatthours","D"
"2024-02-17T06","US48","United States Lower 48",NA,"Demand","442805","megawatthours","D"
"2024-02-17T05","US48","United States Lower 48",NA,"Demand","455143","megawatthours","D"
"2024-02-17T04","US48","United States Lower 48",NA,"Demand","467511","megawatthours","D"
"2024-02-17T03","US48","United States Lower 48",NA,"Demand","477700","megawatthours","D"
"2024-02-17T02","US48","United States Lower 48",NA,"Demand","482946","megawatthours","D"
"2024-02-17T01","US48","United States Lower 48",NA,"Demand","484229","megawatthours","D"
"2024-02-17T00","US48","United States Lower 48",NA,"Demand","480240","megawatthours","D"
"2024-02-16T23","US48","United States Lower 48",NA,"Demand","471001","megawatthours","D"
"2024-02-16T22","US48","United States Lower 48",NA,"Demand","462633","megawatthours","D"
"2024-02-16T21","US48","United States Lower 48",NA,"Demand","459687","megawatthours","D"
"2024-02-16T20","US48","United States Lower 48",NA,"Demand","460934","megawatthours","D"
"2024-02-16T19","US48","United States Lower 48",NA,"Demand","464139","megawatthours","D"
"2024-02-16T18","US48","United States Lower 48",NA,"Demand","469057","megawatthours","D"
"2024-02-16T17","US48","United States Lower 48",NA,"Demand","475328","megawatthours","D"
"2024-02-16T16","US48","United States Lower 48",NA,"Demand","480315","megawatthours","D"
"2024-02-16T15","US48","United States Lower 48",NA,"Demand","480342","megawatthours","D"
"2024-02-16T14","US48","United States Lower 48",NA,"Demand","477163","megawatthours","D"
"2024-02-16T13","US48","United States Lower 48",NA,"Demand","466238","megawatthours","D"
"2024-02-16T12","US48","United States Lower 48",NA,"Demand","443070","megawatthours","D"
"2024-02-16T11","US48","United States Lower 48",NA,"Demand","419190","megawatthours","D"
"2024-02-16T10","US48","United States Lower 48",NA,"Demand","407846","megawatthours","D"
"2024-02-16T09","US48","United States Lower 48",NA,"Demand","406190","megawatthours","D"
"2024-02-16T08","US48","United States Lower 48",NA,"Demand","409285","megawatthours","D"
"2024-02-16T07","US48","United States Lower 48",NA,"Demand","416134","megawatthours","D"
"2024-02-16T06","US48","United States Lower 48",NA,"Demand","426575","megawatthours","D"
"2024-02-16T05","US48","United States Lower 48",NA,"Demand","441722","megawatthours","D"
"2024-02-16T04","US48","United States Lower 48",NA,"Demand","458287","megawatthours","D"
"2024-02-16T03","US48","United States Lower 48",NA,"Demand","470900","megawatthours","D"
"2024-02-16T02","US48","United States Lower 48",NA,"Demand","477719","megawatthours","D"
"2024-02-16T01","US48","United States Lower 48",NA,"Demand","478003","megawatthours","D"
"2024-02-16T00","US48","United States Lower 48",NA,"Demand","470522","megawatthours","D"
"2024-02-15T23","US48","United States Lower 48",NA,"Demand","457932","megawatthours","D"
"2024-02-15T22","US48","United States Lower 48",NA,"Demand","451283","megawatthours","D"
"2024-02-15T21","US48","United States Lower 48",NA,"Demand","449072","megawatthours","D"
"2024-02-15T20","US48","United States Lower 48",NA,"Demand","451740","megawatthours","D"
"2024-02-15T19","US48","United States Lower 48",NA,"Demand","455416","megawatthours","D"
"2024-02-15T18","US48","United States Lower 48",NA,"Demand","462488","megawatthours","D"
"2024-02-15T17","US48","United States Lower 48",NA,"Demand","472066","megawatthours","D"
"2024-02-15T16","US48","United States Lower 48",NA,"Demand","479054","megawatthours","D"
"2024-02-15T15","US48","United States Lower 48",NA,"Demand","486428","megawatthours","D"
"2024-02-15T14","US48","United States Lower 48",NA,"Demand","494440","megawatthours","D"
"2024-02-15T13","US48","United States Lower 48",NA,"Demand","490813","megawatthours","D"
"2024-02-15T12","US48","United States Lower 48",NA,"Demand","466690","megawatthours","D"
"2024-02-15T11","US48","United States Lower 48",NA,"Demand","438149","megawatthours","D"
"2024-02-15T10","US48","United States Lower 48",NA,"Demand","423733","megawatthours","D"
"2024-02-15T09","US48","United States Lower 48",NA,"Demand","418786","megawatthours","D"
"2024-02-15T08","US48","United States Lower 48",NA,"Demand","421183","megawatthours","D"
"2024-02-15T07","US48","United States Lower 48",NA,"Demand","425879","megawatthours","D"
"2024-02-15T06","US48","United States Lower 48",NA,"Demand","440496","megawatthours","D"
"2024-02-15T05","US48","United States Lower 48",NA,"Demand","452805","megawatthours","D"
"2024-02-15T04","US48","United States Lower 48",NA,"Demand","467671","megawatthours","D"
"2024-02-15T03","US48","United States Lower 48",NA,"Demand","478926","megawatthours","D"
"2024-02-15T02","US48","United States Lower 48",NA,"Demand","483403","megawatthours","D"
"2024-02-15T01","US48","United States Lower 48",NA,"Demand","481652","megawatthours","D"
"2024-02-15T00","US48","United States Lower 48",NA,"Demand","473511","megawatthours","D"
"2024-02-14T23","US48","United States Lower 48",NA,"Demand","459671","megawatthours","D"
"2024-02-14T22","US48","United States Lower 48",NA,"Demand","449934","megawatthours","D"
"2024-02-14T21","US48","United States Lower 48",NA,"Demand","448296","megawatthours","D"
"2024-02-14T20","US48","United States Lower 48",NA,"Demand","449064","megawatthours","D"
"2024-02-14T19","US48","United States Lower 48",NA,"Demand","454568","megawatthours","D"
"2024-02-14T18","US48","United States Lower 48",NA,"Demand","462787","megawatthours","D"
"2024-02-14T17","US48","United States Lower 48",NA,"Demand","473181","megawatthours","D"
"2024-02-14T16","US48","United States Lower 48",NA,"Demand","483999","megawatthours","D"
"2024-02-14T15","US48","United States Lower 48",NA,"Demand","496231","megawatthours","D"
"2024-02-14T14","US48","United States Lower 48",NA,"Demand","507859","megawatthours","D"
"2024-02-14T13","US48","United States Lower 48",NA,"Demand","504447","megawatthours","D"
"2024-02-14T12","US48","United States Lower 48",NA,"Demand","479530","megawatthours","D"
"2024-02-14T11","US48","United States Lower 48",NA,"Demand","449994","megawatthours","D"
"2024-02-14T10","US48","United States Lower 48",NA,"Demand","436627","megawatthours","D"
"2024-02-14T09","US48","United States Lower 48",NA,"Demand","432639","megawatthours","D"
"2024-02-14T08","US48","United States Lower 48",NA,"Demand","433579","megawatthours","D"
"2024-02-14T07","US48","United States Lower 48",NA,"Demand","437613","megawatthours","D"
"2024-02-14T06","US48","United States Lower 48",NA,"Demand","445681","megawatthours","D"
"2024-02-14T05","US48","United States Lower 48",NA,"Demand","458410","megawatthours","D"
"2024-02-14T04","US48","United States Lower 48",NA,"Demand","472082","megawatthours","D"
"2024-02-14T03","US48","United States Lower 48",NA,"Demand","482799","megawatthours","D"
"2024-02-14T02","US48","United States Lower 48",NA,"Demand","486532","megawatthours","D"
"2024-02-14T01","US48","United States Lower 48",NA,"Demand","482752","megawatthours","D"
"2024-02-14T00","US48","United States Lower 48",NA,"Demand","472994","megawatthours","D"
"2024-02-13T23","US48","United States Lower 48",NA,"Demand","459356","megawatthours","D"
"2024-02-13T22","US48","United States Lower 48",NA,"Demand","452267","megawatthours","D"
"2024-02-13T21","US48","United States Lower 48",NA,"Demand","450886","megawatthours","D"
"2024-02-13T20","US48","United States Lower 48",NA,"Demand","456558","megawatthours","D"
"2024-02-13T19","US48","United States Lower 48",NA,"Demand","465142","megawatthours","D"
"2024-02-13T18","US48","United States Lower 48",NA,"Demand","472965","megawatthours","D"
"2024-02-13T17","US48","United States Lower 48",NA,"Demand","482135","megawatthours","D"
"2024-02-13T16","US48","United States Lower 48",NA,"Demand","491342","megawatthours","D"
"2024-02-13T15","US48","United States Lower 48",NA,"Demand","497384","megawatthours","D"
"2024-02-13T14","US48","United States Lower 48",NA,"Demand","497310","megawatthours","D"
"2024-02-13T13","US48","United States Lower 48",NA,"Demand","485367","megawatthours","D"
"2024-02-13T12","US48","United States Lower 48",NA,"Demand","459814","megawatthours","D"
"2024-02-13T11","US48","United States Lower 48",NA,"Demand","434477","megawatthours","D"
"2024-02-13T10","US48","United States Lower 48",NA,"Demand","423116","megawatthours","D"
"2024-02-13T09","US48","United States Lower 48",NA,"Demand","419959","megawatthours","D"
"2024-02-13T08","US48","United States Lower 48",NA,"Demand","421217","megawatthours","D"
"2024-02-13T07","US48","United States Lower 48",NA,"Demand","427819","megawatthours","D"
"2024-02-13T06","US48","United States Lower 48",NA,"Demand","437264","megawatthours","D"
"2024-02-13T05","US48","United States Lower 48",NA,"Demand","450806","megawatthours","D"
"2024-02-13T04","US48","United States Lower 48",NA,"Demand","466780","megawatthours","D"
"2024-02-13T03","US48","United States Lower 48",NA,"Demand","479510","megawatthours","D"
"2024-02-13T02","US48","United States Lower 48",NA,"Demand","484862","megawatthours","D"
"2024-02-13T01","US48","United States Lower 48",NA,"Demand","484443","megawatthours","D"
"2024-02-13T00","US48","United States Lower 48",NA,"Demand","477652","megawatthours","D"
"2024-02-12T23","US48","United States Lower 48",NA,"Demand","467157","megawatthours","D"
"2024-02-12T22","US48","United States Lower 48",NA,"Demand","457810","megawatthours","D"
"2024-02-12T21","US48","United States Lower 48",NA,"Demand","455948","megawatthours","D"
"2024-02-12T20","US48","United States Lower 48",NA,"Demand","459071","megawatthours","D"
"2024-02-12T19","US48","United States Lower 48",NA,"Demand","463960","megawatthours","D"
"2024-02-12T18","US48","United States Lower 48",NA,"Demand","468974","megawatthours","D"
"2024-02-12T17","US48","United States Lower 48",NA,"Demand","474479","megawatthours","D"
"2024-02-12T16","US48","United States Lower 48",NA,"Demand","478049","megawatthours","D"
"2024-02-12T15","US48","United States Lower 48",NA,"Demand","477285","megawatthours","D"
"2024-02-12T14","US48","United States Lower 48",NA,"Demand","472601","megawatthours","D"
"2024-02-12T13","US48","United States Lower 48",NA,"Demand","458988","megawatthours","D"
"2024-02-12T12","US48","United States Lower 48",NA,"Demand","431843","megawatthours","D"
"2024-02-12T11","US48","United States Lower 48",NA,"Demand","405016","megawatthours","D"
"2024-02-12T10","US48","United States Lower 48",NA,"Demand","393458","megawatthours","D"
"2024-02-12T09","US48","United States Lower 48",NA,"Demand","391143","megawatthours","D"
"2024-02-12T08","US48","United States Lower 48",NA,"Demand","394579","megawatthours","D"
"2024-02-12T07","US48","United States Lower 48",NA,"Demand","400745","megawatthours","D"
"2024-02-12T06","US48","United States Lower 48",NA,"Demand","412618","megawatthours","D"
"2024-02-12T05","US48","United States Lower 48",NA,"Demand","426700","megawatthours","D"
"2024-02-12T04","US48","United States Lower 48",NA,"Demand","429161","megawatthours","D"
"2024-02-12T03","US48","United States Lower 48",NA,"Demand","439523","megawatthours","D"
"2024-02-12T02","US48","United States Lower 48",NA,"Demand","441507","megawatthours","D"
"2024-02-12T01","US48","United States Lower 48",NA,"Demand","444228","megawatthours","D"
"2024-02-12T00","US48","United States Lower 48",NA,"Demand","449883","megawatthours","D"
"2024-02-11T23","US48","United States Lower 48",NA,"Demand","446398","megawatthours","D"
"2024-02-11T22","US48","United States Lower 48",NA,"Demand","437561","megawatthours","D"
"2024-02-11T21","US48","United States Lower 48",NA,"Demand","432557","megawatthours","D"
"2024-02-11T20","US48","United States Lower 48",NA,"Demand","432461","megawatthours","D"
"2024-02-11T19","US48","United States Lower 48",NA,"Demand","434010","megawatthours","D"
"2024-02-11T18","US48","United States Lower 48",NA,"Demand","434654","megawatthours","D"
"2024-02-11T17","US48","United States Lower 48",NA,"Demand","433582","megawatthours","D"
"2024-02-11T16","US48","United States Lower 48",NA,"Demand","430677","megawatthours","D"
"2024-02-11T15","US48","United States Lower 48",NA,"Demand","420918","megawatthours","D"
"2024-02-11T14","US48","United States Lower 48",NA,"Demand","407571","megawatthours","D"
"2024-02-11T13","US48","United States Lower 48",NA,"Demand","394078","megawatthours","D"
"2024-02-11T12","US48","United States Lower 48",NA,"Demand","383181","megawatthours","D"
"2024-02-11T11","US48","United States Lower 48",NA,"Demand","377701","megawatthours","D"
"2024-02-11T10","US48","United States Lower 48",NA,"Demand","374728","megawatthours","D"
"2024-02-11T09","US48","United States Lower 48",NA,"Demand","376073","megawatthours","D"
"2024-02-11T08","US48","United States Lower 48",NA,"Demand","380590","megawatthours","D"
"2024-02-11T07","US48","United States Lower 48",NA,"Demand","387651","megawatthours","D"
"2024-02-11T06","US48","United States Lower 48",NA,"Demand","397729","megawatthours","D"
"2024-02-11T05","US48","United States Lower 48",NA,"Demand","409841","megawatthours","D"
"2024-02-11T04","US48","United States Lower 48",NA,"Demand","423081","megawatthours","D"
"2024-02-11T03","US48","United States Lower 48",NA,"Demand","431992","megawatthours","D"
"2024-02-11T02","US48","United States Lower 48",NA,"Demand","436416","megawatthours","D"
"2024-02-11T01","US48","United States Lower 48",NA,"Demand","437025","megawatthours","D"
"2024-02-11T00","US48","United States Lower 48",NA,"Demand","433960","megawatthours","D"
"2024-02-10T23","US48","United States Lower 48",NA,"Demand","424644","megawatthours","D"
"2024-02-10T22","US48","United States Lower 48",NA,"Demand","417436","megawatthours","D"
"2024-02-10T21","US48","United States Lower 48",NA,"Demand","415252","megawatthours","D"
"2024-02-10T20","US48","United States Lower 48",NA,"Demand","417633","megawatthours","D"
"2024-02-10T19","US48","United States Lower 48",NA,"Demand","422289","megawatthours","D"
"2024-02-10T18","US48","United States Lower 48",NA,"Demand","428451","megawatthours","D"
"2024-02-10T17","US48","United States Lower 48",NA,"Demand","431100","megawatthours","D"
"2024-02-10T16","US48","United States Lower 48",NA,"Demand","429282","megawatthours","D"
"2024-02-10T15","US48","United States Lower 48",NA,"Demand","423351","megawatthours","D"
"2024-02-10T14","US48","United States Lower 48",NA,"Demand","412398","megawatthours","D"
"2024-02-10T13","US48","United States Lower 48",NA,"Demand","400384","megawatthours","D"
"2024-02-10T12","US48","United States Lower 48",NA,"Demand","389108","megawatthours","D"
"2024-02-10T11","US48","United States Lower 48",NA,"Demand","381065","megawatthours","D"
"2024-02-10T10","US48","United States Lower 48",NA,"Demand","378225","megawatthours","D"
"2024-02-10T09","US48","United States Lower 48",NA,"Demand","378989","megawatthours","D"
"2024-02-10T08","US48","United States Lower 48",NA,"Demand","384534","megawatthours","D"
"2024-02-10T07","US48","United States Lower 48",NA,"Demand","392894","megawatthours","D"
"2024-02-10T06","US48","United States Lower 48",NA,"Demand","405560","megawatthours","D"
"2024-02-10T05","US48","United States Lower 48",NA,"Demand","419088","megawatthours","D"
"2024-02-10T04","US48","United States Lower 48",NA,"Demand","433665","megawatthours","D"
"2024-02-10T03","US48","United States Lower 48",NA,"Demand","444967","megawatthours","D"
"2024-02-10T02","US48","United States Lower 48",NA,"Demand","450906","megawatthours","D"
"2024-02-10T01","US48","United States Lower 48",NA,"Demand","454635","megawatthours","D"
"2024-02-10T00","US48","United States Lower 48",NA,"Demand","452806","megawatthours","D"
"2024-02-09T23","US48","United States Lower 48",NA,"Demand","444735","megawatthours","D"
"2024-02-09T22","US48","United States Lower 48",NA,"Demand","439593","megawatthours","D"
"2024-02-09T21","US48","United States Lower 48",NA,"Demand","438944","megawatthours","D"
"2024-02-09T20","US48","United States Lower 48",NA,"Demand","440922","megawatthours","D"
"2024-02-09T19","US48","United States Lower 48",NA,"Demand","446528","megawatthours","D"
"2024-02-09T18","US48","United States Lower 48",NA,"Demand","452758","megawatthours","D"
"2024-02-09T17","US48","United States Lower 48",NA,"Demand","460127","megawatthours","D"
"2024-02-09T16","US48","United States Lower 48",NA,"Demand","465407","megawatthours","D"
"2024-02-09T15","US48","United States Lower 48",NA,"Demand","467429","megawatthours","D"
"2024-02-09T14","US48","United States Lower 48",NA,"Demand","465842","megawatthours","D"
"2024-02-09T13","US48","United States Lower 48",NA,"Demand","454809","megawatthours","D"
"2024-02-09T12","US48","United States Lower 48",NA,"Demand","430574","megawatthours","D"
"2024-02-09T11","US48","United States Lower 48",NA,"Demand","405953","megawatthours","D"
"2024-02-09T10","US48","United States Lower 48",NA,"Demand","397851","megawatthours","D"
"2024-02-09T09","US48","United States Lower 48",NA,"Demand","396783","megawatthours","D"
"2024-02-09T08","US48","United States Lower 48",NA,"Demand","400942","megawatthours","D"
"2024-02-09T07","US48","United States Lower 48",NA,"Demand","409035","megawatthours","D"
"2024-02-09T06","US48","United States Lower 48",NA,"Demand","421080","megawatthours","D"
"2024-02-09T05","US48","United States Lower 48",NA,"Demand","436194","megawatthours","D"
"2024-02-09T04","US48","United States Lower 48",NA,"Demand","453549","megawatthours","D"
"2024-02-09T03","US48","United States Lower 48",NA,"Demand","468494","megawatthours","D"
"2024-02-09T02","US48","United States Lower 48",NA,"Demand","475417","megawatthours","D"
"2024-02-09T01","US48","United States Lower 48",NA,"Demand","476127","megawatthours","D"
"2024-02-09T00","US48","United States Lower 48",NA,"Demand","470673","megawatthours","D"
"2024-02-08T23","US48","United States Lower 48",NA,"Demand","457982","megawatthours","D"
"2024-02-08T22","US48","United States Lower 48",NA,"Demand","449279","megawatthours","D"
"2024-02-08T21","US48","United States Lower 48",NA,"Demand","445810","megawatthours","D"
"2024-02-08T20","US48","United States Lower 48",NA,"Demand","446805","megawatthours","D"
"2024-02-08T19","US48","United States Lower 48",NA,"Demand","450495","megawatthours","D"
"2024-02-08T18","US48","United States Lower 48",NA,"Demand","456410","megawatthours","D"
"2024-02-08T17","US48","United States Lower 48",NA,"Demand","462814","megawatthours","D"
"2024-02-08T16","US48","United States Lower 48",NA,"Demand","472950","megawatthours","D"
"2024-02-08T15","US48","United States Lower 48",NA,"Demand","483542","megawatthours","D"
"2024-02-08T14","US48","United States Lower 48",NA,"Demand","493561","megawatthours","D"
"2024-02-08T13","US48","United States Lower 48",NA,"Demand","490904","megawatthours","D"
"2024-02-08T12","US48","United States Lower 48",NA,"Demand","466109","megawatthours","D"
"2024-02-08T11","US48","United States Lower 48",NA,"Demand","438494","megawatthours","D"
"2024-02-08T10","US48","United States Lower 48",NA,"Demand","425043","megawatthours","D"
"2024-02-08T09","US48","United States Lower 48",NA,"Demand","421191","megawatthours","D"
"2024-02-08T08","US48","United States Lower 48",NA,"Demand","423176","megawatthours","D"
"2024-02-08T07","US48","United States Lower 48",NA,"Demand","428671","megawatthours","D"
"2024-02-08T06","US48","United States Lower 48",NA,"Demand","438231","megawatthours","D"
"2024-02-08T05","US48","United States Lower 48",NA,"Demand","452957","megawatthours","D"
"2024-02-08T04","US48","United States Lower 48",NA,"Demand","469826","megawatthours","D"
"2024-02-08T03","US48","United States Lower 48",NA,"Demand","483097","megawatthours","D"
"2024-02-08T02","US48","United States Lower 48",NA,"Demand","488366","megawatthours","D"
"2024-02-08T01","US48","United States Lower 48",NA,"Demand","486568","megawatthours","D"
"2024-02-08T00","US48","United States Lower 48",NA,"Demand","477958","megawatthours","D"
"2024-02-07T23","US48","United States Lower 48",NA,"Demand","462479","megawatthours","D"
"2024-02-07T22","US48","United States Lower 48",NA,"Demand","452261","megawatthours","D"
"2024-02-07T21","US48","United States Lower 48",NA,"Demand","449191","megawatthours","D"
"2024-02-07T20","US48","United States Lower 48",NA,"Demand","449581","megawatthours","D"
"2024-02-07T19","US48","United States Lower 48",NA,"Demand","454377","megawatthours","D"
"2024-02-07T18","US48","United States Lower 48",NA,"Demand","461284","megawatthours","D"
"2024-02-07T17","US48","United States Lower 48",NA,"Demand","472063","megawatthours","D"
"2024-02-07T16","US48","United States Lower 48",NA,"Demand","483639","megawatthours","D"
"2024-02-07T15","US48","United States Lower 48",NA,"Demand","498496","megawatthours","D"
"2024-02-07T14","US48","United States Lower 48",NA,"Demand","511472","megawatthours","D"
"2024-02-07T13","US48","United States Lower 48",NA,"Demand","509542","megawatthours","D"
"2024-02-07T12","US48","United States Lower 48",NA,"Demand","483040","megawatthours","D"
"2024-02-07T11","US48","United States Lower 48",NA,"Demand","453435","megawatthours","D"
"2024-02-07T10","US48","United States Lower 48",NA,"Demand","437986","megawatthours","D"
"2024-02-07T09","US48","United States Lower 48",NA,"Demand","433896","megawatthours","D"
"2024-02-07T08","US48","United States Lower 48",NA,"Demand","433861","megawatthours","D"
"2024-02-07T07","US48","United States Lower 48",NA,"Demand","438233","megawatthours","D"
