"period","respondent","respondent-name","fueltype","type-name","value","value-units","type"
"2021-07-25T14","US48","United States Lower 48",NA,"Demand","454875","megawatthours","D"
"2021-07-25T13","US48","United States Lower 48",NA,"Demand","428564","megawatthours","D"
"2021-07-25T12","US48","United States Lower 48",NA,"Demand","412499","megawatthours","D"
"2021-07-25T11","US48","United States Lower 48",NA,"Demand","410749","megawatthours","D"
"2021-07-25T10","US48","United States Lower 48",NA,"Demand","414718","megawatthours","D"
"2021-07-25T09","US48","United States Lower 48",NA,"Demand","422342","megawatthours","D"
"2021-07-25T08","US48","United States Lower 48",NA,"Demand","435562","megawatthours","D"
"2021-07-25T07","US48","United States Lower 48",NA,"Demand","452141","megawatthours","D"
"2021-07-25T06","US48","United States Lower 48",NA,"Demand","474557","megawatthours","D"
"2021-07-25T05","US48","United States Lower 48",NA,"Demand","502622","megawatthours","D"
"2021-07-25T04","US48","United States Lower 48",NA,"Demand","536103","megawatthours","D"
"2021-07-25T03","US48","United States Lower 48",NA,"Demand","567642","megawatthours","D"
"2021-07-25T02","US48","United States Lower 48",NA,"Demand","602319","megawatthours","D"
"2021-07-25T01","US48","United States Lower 48",NA,"Demand","608748","megawatthours","D"
"2021-07-25T00","US48","United States Lower 48",NA,"Demand","627684","megawatthours","D"
"2021-07-24T23","US48","United States Lower 48",NA,"Demand","638356","megawatthours","D"
"2021-07-24T22","US48","United States Lower 48",NA,"Demand","640916","megawatthours","D"
"2021-07-24T21","US48","United States Lower 48",NA,"Demand","634033","megawatthours","D"
"2021-07-24T20","US48","United States Lower 48",NA,"Demand","622310","megawatthours","D"
"2021-07-24T19","US48","United States Lower 48",NA,"Demand","607047","megawatthours","D"
"2021-07-24T18","US48","United States Lower 48",NA,"Demand","586999","megawatthours","D"
"2021-07-24T17","US48","United States Lower 48",NA,"Demand","562609","megawatthours","D"
"2021-07-24T16","US48","United States Lower 48",NA,"Demand","531212","megawatthours","D"
"2021-07-24T15","US48","United States Lower 48",NA,"Demand","497133","megawatthours","D"
"2021-07-24T14","US48","United States Lower 48",NA,"Demand","464163","megawatthours","D"
"2021-07-24T13","US48","United States Lower 48",NA,"Demand","436621","megawatthours","D"
"2021-07-24T12","US48","United States Lower 48",NA,"Demand","420993","megawatthours","D"
"2021-07-24T11","US48","United States Lower 48",NA,"Demand","416177","megawatthours","D"
"2021-07-24T10","US48","United States Lower 48",NA,"Demand","417216","megawatthours","D"
"2021-07-24T09","US48","United States Lower 48",NA,"Demand","422460","megawatthours","D"
"2021-07-24T08","US48","United States Lower 48",NA,"Demand","434400","megawatthours","D"
"2021-07-24T07","US48","United States Lower 48",NA,"Demand","451984","megawatthours","D"
"2021-07-24T06","US48","United States Lower 48",NA,"Demand","474462","megawatthours","D"
"2021-07-24T05","US48","United States Lower 48",NA,"Demand","502096","megawatthours","D"
"2021-07-24T04","US48","United States Lower 48",NA,"Demand","534602","megawatthours","D"
"2021-07-24T03","US48","United States Lower 48",NA,"Demand","566900","megawatthours","D"
"2021-07-24T02","US48","United States Lower 48",NA,"Demand","593702","megawatthours","D"
"2021-07-24T01","US48","United States Lower 48",NA,"Demand","615158","megawatthours","D"
"2021-07-24T00","US48","United States Lower 48",NA,"Demand","636045","megawatthours","D"
"2021-07-23T23","US48","United States Lower 48",NA,"Demand","651040","megawatthours","D"
"2021-07-23T22","US48","United States Lower 48",NA,"Demand","658209","megawatthours","D"
"2021-07-23T21","US48","United States Lower 48",NA,"Demand","655022","megawatthours","D"
"2021-07-23T20","US48","United States Lower 48",NA,"Demand","644346","megawatthours","D"
"2021-07-23T19","US48","United States Lower 48",NA,"Demand","630452","megawatthours","D"
"2021-07-23T18","US48","United States Lower 48",NA,"Demand","612056","megawatthours","D"
"2021-07-23T17","US48","United States Lower 48",NA,"Demand","588373","megawatthours","D"
"2021-07-23T16","US48","United States Lower 48",NA,"Demand","560842","megawatthours","D"
"2021-07-23T15","US48","United States Lower 48",NA,"Demand","527206","megawatthours","D"
"2021-07-23T14","US48","United States Lower 48",NA,"Demand","496463","megawatthours","D"
"2021-07-23T13","US48","United States Lower 48",NA,"Demand","470737","megawatthours","D"
"2021-07-23T12","US48","United States Lower 48",NA,"Demand","449838","megawatthours","D"
"2021-07-23T11","US48","United States Lower 48",NA,"Demand","436545","megawatthours","D"
"2021-07-23T10","US48","United States Lower 48",NA,"Demand","426334","megawatthours","D"
"2021-07-23T09","US48","United States Lower 48",NA,"Demand","425290","megawatthours","D"
"2021-07-23T08","US48","United States Lower 48",NA,"Demand","434078","megawatthours","D"
"2021-07-23T07","US48","United States Lower 48",NA,"Demand","450226","megawatthours","D"
"2021-07-23T06","US48","United States Lower 48",NA,"Demand","473843","megawatthours","D"
"2021-07-23T05","US48","United States Lower 48",NA,"Demand","503042","megawatthours","D"
"2021-07-23T04","US48","United States Lower 48",NA,"Demand","536660","megawatthours","D"
"2021-07-23T03","US48","United States Lower 48",NA,"Demand","570077","megawatthours","D"
"2021-07-23T02","US48","United States Lower 48",NA,"Demand","598505","megawatthours","D"
"2021-07-23T01","US48","United States Lower 48",NA,"Demand","618921","megawatthours","D"
"2021-07-23T00","US48","United States Lower 48",NA,"Demand","638045","megawatthours","D"
"2021-07-22T23","US48","United States Lower 48",NA,"Demand","652193","megawatthours","D"
"2021-07-22T22","US48","United States Lower 48",NA,"Demand","656846","megawatthours","D"
"2021-07-22T21","US48","United States Lower 48",NA,"Demand","653082","megawatthours","D"
"2021-07-22T20","US48","United States Lower 48",NA,"Demand","642381","megawatthours","D"
"2021-07-22T19","US48","United States Lower 48",NA,"Demand","625900","megawatthours","D"
"2021-07-22T18","US48","United States Lower 48",NA,"Demand","604329","megawatthours","D"
"2021-07-22T17","US48","United States Lower 48",NA,"Demand","579172","megawatthours","D"
"2021-07-22T16","US48","United States Lower 48",NA,"Demand","549183","megawatthours","D"
"2021-07-22T15","US48","United States Lower 48",NA,"Demand","517238","megawatthours","D"
"2021-07-22T14","US48","United States Lower 48",NA,"Demand","488114","megawatthours","D"
"2021-07-22T13","US48","United States Lower 48",NA,"Demand","463852","megawatthours","D"
"2021-07-22T12","US48","United States Lower 48",NA,"Demand","443749","megawatthours","D"
"2021-07-22T11","US48","United States Lower 48",NA,"Demand","429886","megawatthours","D"
"2021-07-22T10","US48","United States Lower 48",NA,"Demand","419615","megawatthours","D"
"2021-07-22T09","US48","United States Lower 48",NA,"Demand","418758","megawatthours","D"
"2021-07-22T08","US48","United States Lower 48",NA,"Demand","426447","megawatthours","D"
"2021-07-22T07","US48","United States Lower 48",NA,"Demand","443034","megawatthours","D"
"2021-07-22T06","US48","United States Lower 48",NA,"Demand","465825","megawatthours","D"
"2021-07-22T05","US48","United States Lower 48",NA,"Demand","496410","megawatthours","D"
"2021-07-22T04","US48","United States Lower 48",NA,"Demand","529760","megawatthours","D"
"2021-07-22T03","US48","United States Lower 48",NA,"Demand","564698","megawatthours","D"
"2021-07-22T02","US48","United States Lower 48",NA,"Demand","594982","megawatthours","D"
"2021-07-22T01","US48","United States Lower 48",NA,"Demand","615563","megawatthours","D"
"2021-07-22T00","US48","United States Lower 48",NA,"Demand","636196","megawatthours","D"
"2021-07-21T23","US48","United States Lower 48",NA,"Demand","648655","megawatthours","D"
"2021-07-21T22","US48","United States Lower 48",NA,"Demand","652644","megawatthours","D"
"2021-07-21T21","US48","United States Lower 48",NA,"Demand","647461","megawatthours","D"
"2021-07-21T20","US48","United States Lower 48",NA,"Demand","637979","megawatthours","D"
"2021-07-21T19","US48","United States Lower 48",NA,"Demand","623832","megawatthours","D"
"2021-07-21T18","US48","United States Lower 48",NA,"Demand","604811","megawatthours","D"
"2021-07-21T17","US48","United States Lower 48",NA,"Demand","580792","megawatthours","D"
"2021-07-21T16","US48","United States Lower 48",NA,"Demand","552713","megawatthours","D"
"2021-07-21T15","US48","United States Lower 48",NA,"Demand","521874","megawatthours","D"
"2021-07-21T14","US48","United States Lower 48",NA,"Demand","493657","megawatthours","D"
"2021-07-21T13","US48","United States Lower 48",NA,"Demand","470424","megawatthours","D"
"2021-07-21T12","US48","United States Lower 48",NA,"Demand","452621","megawatthours","D"
"2021-07-21T11","US48","United States Lower 48",NA,"Demand","437279","megawatthours","D"
"2021-07-21T10","US48","United States Lower 48",NA,"Demand","426426","megawatthours","D"
"2021-07-21T09","US48","United States Lower 48",NA,"Demand","424248","megawatthours","D"
"2021-07-21T08","US48","United States Lower 48",NA,"Demand","432508","megawatthours","D"
"2021-07-21T07","US48","United States Lower 48",NA,"Demand","448531","megawatthours","D"
"2021-07-21T06","US48","United States Lower 48",NA,"Demand","471845","megawatthours","D"
"2021-07-21T05","US48","United States Lower 48",NA,"Demand","501907","megawatthours","D"
"2021-07-21T04","US48","United States Lower 48",NA,"Demand","535390","megawatthours","D"
"2021-07-21T03","US48","United States Lower 48",NA,"Demand","572344","megawatthours","D"
"2021-07-21T02","US48","United States Lower 48",NA,"Demand","602585","megawatthours","D"
"2021-07-21T01","US48","United States Lower 48",NA,"Demand","623130","megawatthours","D"
"2021-07-21T00","US48","United States Lower 48",NA,"Demand","641593","megawatthours","D"
"2021-07-20T23","US48","United States Lower 48",NA,"Demand","655389","megawatthours","D"
"2021-07-20T22","US48","United States Lower 48",NA,"Demand","659826","megawatthours","D"
"2021-07-20T21","US48","United States Lower 48",NA,"Demand","654241","megawatthours","D"
"2021-07-20T20","US48","United States Lower 48",NA,"Demand","642460","megawatthours","D"
"2021-07-20T19","US48","United States Lower 48",NA,"Demand","626510","megawatthours","D"
"2021-07-20T18","US48","United States Lower 48",NA,"Demand","605800","megawatthours","D"
"2021-07-20T17","US48","United States Lower 48",NA,"Demand","580552","megawatthours","D"
"2021-07-20T16","US48","United States Lower 48",NA,"Demand","551112","megawatthours","D"
"2021-07-20T15","US48","United States Lower 48",NA,"Demand","520576","megawatthours","D"
"2021-07-20T14","US48","United States Lower 48",NA,"Demand","491296","megawatthours","D"
"2021-07-20T13","US48","United States Lower 48",NA,"Demand","468837","megawatthours","D"
"2021-07-20T12","US48","United States Lower 48",NA,"Demand","450143","megawatthours","D"
"2021-07-20T11","US48","United States Lower 48",NA,"Demand","434406","megawatthours","D"
"2021-07-20T10","US48","United States Lower 48",NA,"Demand","422548","megawatthours","D"
"2021-07-20T09","US48","United States Lower 48",NA,"Demand","420248","megawatthours","D"
"2021-07-20T08","US48","United States Lower 48",NA,"Demand","428200","megawatthours","D"
"2021-07-20T07","US48","United States Lower 48",NA,"Demand","443863","megawatthours","D"
"2021-07-20T06","US48","United States Lower 48",NA,"Demand","466176","megawatthours","D"
"2021-07-20T05","US48","United States Lower 48",NA,"Demand","495532","megawatthours","D"
"2021-07-20T04","US48","United States Lower 48",NA,"Demand","529271","megawatthours","D"
"2021-07-20T03","US48","United States Lower 48",NA,"Demand","563521","megawatthours","D"
"2021-07-20T02","US48","United States Lower 48",NA,"Demand","591305","megawatthours","D"
"2021-07-20T01","US48","United States Lower 48",NA,"Demand","610377","megawatthours","D"
"2021-07-20T00","US48","United States Lower 48",NA,"Demand","627177","megawatthours","D"
"2021-07-19T23","US48","United States Lower 48",NA,"Demand","640730","megawatthours","D"
"2021-07-19T22","US48","United States Lower 48",NA,"Demand","645967","megawatthours","D"
"2021-07-19T21","US48","United States Lower 48",NA,"Demand","641062","megawatthours","D"
"2021-07-19T20","US48","United States Lower 48",NA,"Demand","629496","megawatthours","D"
"2021-07-19T19","US48","United States Lower 48",NA,"Demand","614943","megawatthours","D"
"2021-07-19T18","US48","United States Lower 48",NA,"Demand","596312","megawatthours","D"
"2021-07-19T17","US48","United States Lower 48",NA,"Demand","574140","megawatthours","D"
"2021-07-19T16","US48","United States Lower 48",NA,"Demand","549799","megawatthours","D"
"2021-07-19T15","US48","United States Lower 48",NA,"Demand","521250","megawatthours","D"
"2021-07-19T14","US48","United States Lower 48",NA,"Demand","492446","megawatthours","D"
"2021-07-19T13","US48","United States Lower 48",NA,"Demand","467674","megawatthours","D"
"2021-07-19T12","US48","United States Lower 48",NA,"Demand","447774","megawatthours","D"
"2021-07-19T11","US48","United States Lower 48",NA,"Demand","431615","megawatthours","D"
"2021-07-19T10","US48","United States Lower 48",NA,"Demand","419410","megawatthours","D"
"2021-07-19T09","US48","United States Lower 48",NA,"Demand","416947","megawatthours","D"
"2021-07-19T08","US48","United States Lower 48",NA,"Demand","422983","megawatthours","D"
"2021-07-19T07","US48","United States Lower 48",NA,"Demand","437134","megawatthours","D"
"2021-07-19T06","US48","United States Lower 48",NA,"Demand","457150","megawatthours","D"
"2021-07-19T05","US48","United States Lower 48",NA,"Demand","482410","megawatthours","D"
"2021-07-19T04","US48","United States Lower 48",NA,"Demand","513162","megawatthours","D"
"2021-07-19T03","US48","United States Lower 48",NA,"Demand","545258","megawatthours","D"
"2021-07-19T02","US48","United States Lower 48",NA,"Demand","569283","megawatthours","D"
"2021-07-19T01","US48","United States Lower 48",NA,"Demand","584570","megawatthours","D"
"2021-07-19T00","US48","United States Lower 48",NA,"Demand","596445","megawatthours","D"
"2021-07-18T23","US48","United States Lower 48",NA,"Demand","605618","megawatthours","D"
"2021-07-18T22","US48","United States Lower 48",NA,"Demand","606663","megawatthours","D"
"2021-07-18T21","US48","United States Lower 48",NA,"Demand","598774","megawatthours","D"
"2021-07-18T20","US48","United States Lower 48",NA,"Demand","586400","megawatthours","D"
"2021-07-18T19","US48","United States Lower 48",NA,"Demand","570787","megawatthours","D"
"2021-07-18T18","US48","United States Lower 48",NA,"Demand","551449","megawatthours","D"
"2021-07-18T17","US48","United States Lower 48",NA,"Demand","527881","megawatthours","D"
