"period","fromba","fromba-name","toba","toba-name","value","value-units"
"2026-09-13T02","CISO","California Independent System Operator","TIDC","Turlock Irrigation District",211,"megawatthours"
"2026-09-13T02","CISO","California Independent System Operator","WALC","Western Area Power Administration - Desert Southwest Region",-305,"megawatthours"
"2026-09-13T02","CPLE","Duke Energy Progress East","DUK","Duke Energy Carolinas",-1410,"megawatthours"
"2026-09-13T02","CPLE","Duke Energy Progress East","PJM","PJM Interconnection, LLC",614,"megawatthours"
"2026-09-13T02","CPLE","Duke Energy Progress East","SC","South Carolina Public Service Authority",-67,"megawatthours"
"2026-09-13T02","CPLE","Duke Energy Progress East","SCEG","Dominion Energy South Carolina, Inc.",-212,"megawatthours"
"2026-09-13T02","CPLE","Duke Energy Progress East","YAD","Alcoa Power Generating, Inc. - Yadkin Division",-32,"megawatthours"
"2026-09-13T02","CPLW","Duke Energy Progress West","DUK","Duke Energy Carolinas",-104,"megawatthours"
"2026-09-13T02","CPLW","Duke Energy Progress West","PJM","PJM Interconnection, LLC",40,"megawatthours"
"2026-09-13T02","CPLW","Duke Energy Progress West","TVA","Tennessee Valley Authority",-5,"megawatthours"
"2026-09-13T02","DEAA","Arlington Valley, LLC","SRP","Salt River Project Agricultural Improvement and Power District",463,"megawatthours"
"2026-09-13T02","DOPD","PUD No. 1 of Douglas County","BPAT","Bonneville Power Administration",177,"megawatthours"
"2026-09-13T02","DOPD","PUD No. 1 of Douglas County","CHPD","Public Utility District No. 1 of Chelan County",-32,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","CPLE","Duke Energy Progress East",1410,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","CPLW","Duke Energy Progress West",104,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","PJM","PJM Interconnection, LLC",368,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","SC","South Carolina Public Service Authority",-449,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","SCEG","Dominion Energy South Carolina, Inc.",-127,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","SEPA","Southeastern Power Administration",119,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","SOCO","Southern Company Services, Inc. - Trans",469,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","TVA","Tennessee Valley Authority",-92,"megawatthours"
"2026-09-13T02","DUK","Duke Energy Carolinas","YAD","Alcoa Power Generating, Inc. - Yadkin Division",26,"megawatthours"
"2026-09-13T02","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-492,"megawatthours"
"2026-09-13T02","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-13T02","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-355,"megawatthours"
"2026-09-13T02","ERCO","Electric Reliability Council of Texas, Inc.","CEN","Centro Nacional de Control de Energia",185,"megawatthours"
"2026-09-13T02","ERCO","Electric Reliability Council of Texas, Inc.","SWPP","Southwest Power Pool",-288,"megawatthours"
"2026-09-13T02","FLA","Florida","SE","Southeast",-615,"megawatthours"
"2026-09-13T02","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",573,"megawatthours"
"2026-09-13T02","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-366,"megawatthours"
"2026-09-13T02","FMPP","Florida Municipal Power Pool","JEA","JEA",-10,"megawatthours"
"2026-09-13T02","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-148,"megawatthours"
"2026-09-13T02","FPC","Duke Energy Florida, Inc.","FMPP","Florida Municipal Power Pool",-552,"megawatthours"
"2026-09-13T02","FPC","Duke Energy Florida, Inc.","FPL","Florida Power & Light Co.",-1544,"megawatthours"
"2026-09-13T02","FPC","Duke Energy Florida, Inc.","GVL","Gainesville Regional Utilities",43,"megawatthours"
"2026-09-13T02","FPC","Duke Energy Florida, Inc.","SEC","Seminole Electric Cooperative",-676,"megawatthours"
"2026-09-13T02","FPC","Duke Energy Florida, Inc.","SOCO","Southern Company Services, Inc. - Trans",11,"megawatthours"
"2026-09-13T02","FPC","Duke Energy Florida, Inc.","TAL","City of Tallahassee",-118,"megawatthours"
"2026-09-13T02","FPC","Duke Energy Florida, Inc.","TEC","Tampa Electric Company",1090,"megawatthours"
"2026-09-13T02","FPL","Florida Power & Light Co.","FMPP","Florida Municipal Power Pool",366,"megawatthours"
"2026-09-13T02","FPL","Florida Power & Light Co.","FPC","Duke Energy Florida, Inc.",1544,"megawatthours"
"2026-09-13T02","FPL","Florida Power & Light Co.","GVL","Gainesville Regional Utilities",13,"megawatthours"
"2026-09-13T02","FPL","Florida Power & Light Co.","HST","City of Homestead",88,"megawatthours"
"2026-09-13T02","FPL","Florida Power & Light Co.","JEA","JEA",578,"megawatthours"
"2026-09-13T02","FPL","Florida Power & Light Co.","SEC","Seminole Electric Cooperative",-1150,"megawatthours"
"2026-09-13T02","FPL","Florida Power & Light Co.","SOCO","Southern Company Services, Inc. - Trans",-508,"megawatthours"
"2026-09-13T02","FPL","Florida Power & Light Co.","TEC","Tampa Electric Company",-856,"megawatthours"
"2026-09-13T02","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",-51,"megawatthours"
"2026-09-13T02","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",-229,"megawatthours"
"2026-09-13T02","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",87,"megawatthours"
"2026-09-13T02","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-25,"megawatthours"
"2026-09-13T02","GRID","Gridforce Energy Management, LLC","BPAT","Bonneville Power Administration",801,"megawatthours"
"2026-09-13T02","GRID","Gridforce Energy Management, LLC","PNM","Public Service Company of New Mexico",314,"megawatthours"
"2026-09-13T02","GRID","Gridforce Energy Management, LLC","SRP","Salt River Project Agricultural Improvement and Power District",605,"megawatthours"
"2026-09-13T02","GRID","Gridforce Energy Management, LLC","WALC","Western Area Power Administration - Desert Southwest Region",449,"megawatthours"
"2026-09-13T02","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-43,"megawatthours"
"2026-09-13T02","GVL","Gainesville Regional Utilities","FPL","Florida Power & Light Co.",-12,"megawatthours"
"2026-09-13T02","GWA","NaturEner Power Watch, LLC","NWMT","NorthWestern Corporation",-22,"megawatthours"
"2026-09-13T02","HST","City of Homestead","FPL","Florida Power & Light Co.",-87,"megawatthours"
"2026-09-13T02","IID","Imperial Irrigation District","AZPS","Arizona Public Service Company",-10,"megawatthours"
"2026-09-13T02","IID","Imperial Irrigation District","CISO","California Independent System Operator",-245,"megawatthours"
"2026-09-13T02","IID","Imperial Irrigation District","WALC","Western Area Power Administration - Desert Southwest Region",-69,"megawatthours"
"2026-09-13T02","IPCO","Idaho Power Company","AVA","Avista Corporation",-124,"megawatthours"
"2026-09-13T02","IPCO","Idaho Power Company","BPAT","Bonneville Power Administration",69,"megawatthours"
"2026-09-13T02","IPCO","Idaho Power Company","NEVP","Nevada Power Company",63,"megawatthours"
"2026-09-13T02","IPCO","Idaho Power Company","NWMT","NorthWestern Corporation",-11,"megawatthours"
"2026-09-13T02","IPCO","Idaho Power Company","PACE","PacifiCorp East",-794,"megawatthours"
"2026-09-13T02","IPCO","Idaho Power Company","PACW","PacifiCorp West",-9,"megawatthours"
"2026-09-13T02","ISNE","ISO New England","HQT","Hydro-Quebec TransEnergie",-29,"megawatthours"
"2026-09-13T02","ISNE","ISO New England","NBSO","New Brunswick System Operator",172,"megawatthours"
"2026-09-13T02","ISNE","ISO New England","NYIS","New York Independent System Operator",-870,"megawatthours"
"2026-09-13T02","JEA","JEA","FMPP","Florida Municipal Power Pool",10,"megawatthours"
"2026-09-13T02","JEA","JEA","FPL","Florida Power & Light Co.",-578,"megawatthours"
"2026-09-13T02","JEA","JEA","SEC","Seminole Electric Cooperative",-54,"megawatthours"
"2026-09-13T02","LDWP","Los Angeles Department of Water and Power","AZPS","Arizona Public Service Company",-439,"megawatthours"
"2026-09-13T02","LDWP","Los Angeles Department of Water and Power","BPAT","Bonneville Power Administration",-2125,"megawatthours"
"2026-09-13T02","LDWP","Los Angeles Department of Water and Power","CISO","California Independent System Operator",1556,"megawatthours"
"2026-09-13T02","LDWP","Los Angeles Department of Water and Power","NEVP","Nevada Power Company",980,"megawatthours"
"2026-09-13T02","LDWP","Los Angeles Department of Water and Power","PACE","PacifiCorp East",-399,"megawatthours"
"2026-09-13T02","LDWP","Los Angeles Department of Water and Power","WALC","Western Area Power Administration - Desert Southwest Region",-747,"megawatthours"
"2026-09-13T02","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company","MISO","Midcontinent Independent System Operator, Inc.",14,"megawatthours"
"2026-09-13T02","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company","PJM","PJM Interconnection, LLC",78,"megawatthours"
"2026-09-13T02","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company","TVA","Tennessee Valley Authority",-331,"megawatthours"
"2026-09-13T02","MIDA","Mid-Atlantic","CAR","Carolinas",-732,"megawatthours"
"2026-09-13T02","MIDA","Mid-Atlantic","MIDW","Midwest",-2050,"megawatthours"
"2026-09-13T02","MIDA","Mid-Atlantic","NY","New York",302,"megawatthours"
"2026-09-13T02","MIDA","Mid-Atlantic","TEN","Tennessee",-213,"megawatthours"
"2026-09-13T02","MIDW","Midwest","CAN","Canada",-3288,"megawatthours"
"2026-09-13T02","MIDW","Midwest","CENT","Central",-1524,"megawatthours"
"2026-09-13T02","MIDW","Midwest","MIDA","Mid-Atlantic",-2700,"megawatthours"
"2026-09-13T02","MIDW","Midwest","SE","Southeast",-444,"megawatthours"
"2026-09-13T02","MIDW","Midwest","TEN","Tennessee",1549,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","AECI","Associated Electric Cooperative, Inc.",-771,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","IESO","Ontario IESO",-1461,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company",-13,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","MHEB","Manitoba Hydro",-1827,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","PJM","PJM Interconnection, LLC",-2778,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","SIKE","Sikeston Board of Municipal Utilities",-87,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","SOCO","Southern Company Services, Inc. - Trans",-444,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","SPA","Southwestern Power Administration",17,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","SWPP","Southwest Power Pool",-448,"megawatthours"
"2026-09-13T02","MISO","Midcontinent Independent System Operator, Inc.","TVA","Tennessee Valley Authority",1745,"megawatthours"
"2026-09-13T02","NE","New England","CAN","Canada",143,"megawatthours"
"2026-09-13T02","NE","New England","NY","New York",-870,"megawatthours"
"2026-09-13T02","NEVP","Nevada Power Company","BPAT","Bonneville Power Administration",26,"megawatthours"
"2026-09-13T02","NEVP","Nevada Power Company","CISO","California Independent System Operator",957,"megawatthours"
"2026-09-13T02","NEVP","Nevada Power Company","IPCO","Idaho Power Company",-286,"megawatthours"
"2026-09-13T02","NEVP","Nevada Power Company","LDWP","Los Angeles Department of Water and Power",-980,"megawatthours"
"2026-09-13T02","NEVP","Nevada Power Company","PACE","PacifiCorp East",-208,"megawatthours"
"2026-09-13T02","NEVP","Nevada Power Company","WALC","Western Area Power Administration - Desert Southwest Region",-703,"megawatthours"
"2026-09-13T02","NW","Northwest","CAL","California",4493,"megawatthours"
"2026-09-13T02","NW","Northwest","CAN","Canada",-2291,"megawatthours"
"2026-09-13T02","NW","Northwest","CENT","Central",-211,"megawatthours"
"2026-09-13T02","NW","Northwest","SW","Southwest",865,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","AESO","Alberta Electric System Operator",0,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","AVA","Avista Corporation",46,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","BPAT","Bonneville Power Administration",971,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","GWA","NaturEner Power Watch, LLC",22,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","IPCO","Idaho Power Company",11,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","PACE","PacifiCorp East",114,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","SWPW","Southwest Power Pool West Balancing Authority Area",-130,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","WAUW","Western Area Power Administration - Upper Great Plains West",0,"megawatthours"
"2026-09-13T02","NWMT","NorthWestern Corporation","WWA","NaturEner Wind Watch, LLC",0,"megawatthours"
"2026-09-13T02","NY","New York","CAN","Canada",-322,"megawatthours"
"2026-09-13T02","NY","New York","MIDA","Mid-Atlantic",-2281,"megawatthours"
"2026-09-13T02","NY","New York","NE","New England",876,"megawatthours"
"2026-09-13T02","NYIS","New York Independent System Operator","HQT","Hydro-Quebec TransEnergie",386,"megawatthours"
"2026-09-13T02","NYIS","New York Independent System Operator","IESO","Ontario IESO",-708,"megawatthours"
"2026-09-13T02","NYIS","New York Independent System Operator","ISNE","ISO New England",876,"megawatthours"
"2026-09-13T02","NYIS","New York Independent System Operator","PJM","PJM Interconnection, LLC",-2281,"megawatthours"
"2026-09-13T02","PACE","PacifiCorp East","AZPS","Arizona Public Service Company",147,"megawatthours"
"2026-09-13T02","PACE","PacifiCorp East","BHBA","Black Hills Energy",-83,"megawatthours"
"2026-09-13T02","PACE","PacifiCorp East","IPCO","Idaho Power Company",794,"megawatthours"
"2026-09-13T02","PACE","PacifiCorp East","LDWP","Los Angeles Department of Water and Power",399,"megawatthours"
"2026-09-13T02","PACE","PacifiCorp East","NEVP","Nevada Power Company",208,"megawatthours"
"2026-09-13T02","PACE","PacifiCorp East","NWMT","NorthWestern Corporation",-114,"megawatthours"
"2026-09-13T02","PACE","PacifiCorp East","SWPW","Southwest Power Pool West Balancing Authority Area",-84,"megawatthours"
"2026-09-13T02","PACW","PacifiCorp West","AVA","Avista Corporation",-46,"megawatthours"
"2026-09-13T02","PACW","PacifiCorp West","AVRN","Avangrid Renewables, LLC",-491,"megawatthours"
"2026-09-13T02","PACW","PacifiCorp West","BPAT","Bonneville Power Administration",-699,"megawatthours"
"2026-09-13T02","PACW","PacifiCorp West","CISO","California Independent System Operator",20,"megawatthours"
"2026-09-13T02","PACW","PacifiCorp West","GCPD","Public Utility District No. 2 of Grant County, Washington",-87,"megawatthours"
"2026-09-13T02","PACW","PacifiCorp West","IPCO","Idaho Power Company",9,"megawatthours"
"2026-09-13T02","PACW","PacifiCorp West","PGE","Portland General Electric Company",56,"megawatthours"
"2026-09-13T02","PGE","Portland General Electric Company","BPAT","Bonneville Power Administration",-1788,"megawatthours"
"2026-09-13T02","PGE","Portland General Electric Company","PACW","PacifiCorp West",-56,"megawatthours"
"2026-09-13T02","PJM","PJM Interconnection, LLC","CPLE","Duke Energy Progress East",-732,"megawatthours"
"2026-09-13T02","PJM","PJM Interconnection, LLC","DUK","Duke Energy Carolinas",0,"megawatthours"
"2026-09-13T02","PJM","PJM Interconnection, LLC","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company",-281,"megawatthours"
"2026-09-13T02","PJM","PJM Interconnection, LLC","MISO","Midcontinent Independent System Operator, Inc.",-1769,"megawatthours"
"2026-09-13T02","PJM","PJM Interconnection, LLC","NYIS","New York Independent System Operator",302,"megawatthours"
"2026-09-13T02","PJM","PJM Interconnection, LLC","TVA","Tennessee Valley Authority",-213,"megawatthours"
"2026-09-13T02","PNM","Public Service Company of New Mexico","AZPS","Arizona Public Service Company",-295,"megawatthours"
"2026-09-13T02","PNM","Public Service Company of New Mexico","EPE","El Paso Electric Company",492,"megawatthours"
"2026-09-13T02","PNM","Public Service Company of New Mexico","GRID","Gridforce Energy Management, LLC",-314,"megawatthours"
"2026-09-13T02","PNM","Public Service Company of New Mexico","PSCO","Public Service Company of Colorado",-137,"megawatthours"
"2026-09-13T02","PNM","Public Service Company of New Mexico","SWPP","Southwest Power Pool",0,"megawatthours"
"2026-09-13T02","PNM","Public Service Company of New Mexico","SWPW","Southwest Power Pool West Balancing Authority Area",30,"megawatthours"
"2026-09-13T02","PNM","Public Service Company of New Mexico","TEPC","Tucson Electric Power",-74,"megawatthours"
"2026-09-13T02","PSCO","Public Service Company of Colorado","PNM","Public Service Company of New Mexico",137,"megawatthours"
"2026-09-13T02","PSCO","Public Service Company of Colorado","SWPP","Southwest Power Pool",-197,"megawatthours"
"2026-09-13T02","PSCO","Public Service Company of Colorado","SWPW","Southwest Power Pool West Balancing Authority Area",-253,"megawatthours"
"2026-09-13T02","PSEI","Puget Sound Energy, Inc.","BPAT","Bonneville Power Administration",-1806,"megawatthours"
"2026-09-13T02","PSEI","Puget Sound Energy, Inc.","CHPD","Public Utility District No. 1 of Chelan County",-15,"megawatthours"
"2026-09-13T02","PSEI","Puget Sound Energy, Inc.","GCPD","Public Utility District No. 2 of Grant County, Washington",25,"megawatthours"
"2026-09-13T02","PSEI","Puget Sound Energy, Inc.","SCL","Seattle City Light",44,"megawatthours"
"2026-09-13T02","PSEI","Puget Sound Energy, Inc.","TPWR","City of Tacoma, Department of Public Utilities, Light Division",-38,"megawatthours"
"2026-09-13T02","SC","South Carolina Public Service Authority","CPLE","Duke Energy Progress East",67,"megawatthours"
"2026-09-13T02","SC","South Carolina Public Service Authority","DUK","Duke Energy Carolinas",449,"megawatthours"
"2026-09-13T02","SC","South Carolina Public Service Authority","SCEG","Dominion Energy South Carolina, Inc.",-1205,"megawatthours"
"2026-09-13T02","SC","South Carolina Public Service Authority","SEPA","Southeastern Power Administration",283,"megawatthours"
"2026-09-13T02","SC","South Carolina Public Service Authority","SOCO","Southern Company Services, Inc. - Trans",-737,"megawatthours"
"2026-09-13T02","SCEG","Dominion Energy South Carolina, Inc.","CPLE","Duke Energy Progress East",212,"megawatthours"
"2026-09-13T02","SCEG","Dominion Energy South Carolina, Inc.","DUK","Duke Energy Carolinas",127,"megawatthours"
"2026-09-13T02","SCEG","Dominion Energy South Carolina, Inc.","SC","South Carolina Public Service Authority",1186,"megawatthours"
"2026-09-13T02","SCEG","Dominion Energy South Carolina, Inc.","SEPA","Southeastern Power Administration",13,"megawatthours"
"2026-09-13T02","SCEG","Dominion Energy South Carolina, Inc.","SOCO","Southern Company Services, Inc. - Trans",-1361,"megawatthours"
"2026-09-13T02","SCL","Seattle City Light","BPAT","Bonneville Power Administration",-326,"megawatthours"
"2026-09-13T02","SCL","Seattle City Light","PSEI","Puget Sound Energy, Inc.",-44,"megawatthours"
"2026-09-13T02","SE","Southeast","CAR","Carolinas",1214,"megawatthours"
"2026-09-13T02","SE","Southeast","FLA","Florida",614,"megawatthours"
"2026-09-13T02","SE","Southeast","MIDW","Midwest",257,"megawatthours"
"2026-09-13T02","SE","Southeast","TEN","Tennessee",209,"megawatthours"
"2026-09-13T02","SEC","Seminole Electric Cooperative","FPC","Duke Energy Florida, Inc.",686,"megawatthours"
"2026-09-13T02","SEC","Seminole Electric Cooperative","FPL","Florida Power & Light Co.",1150,"megawatthours"
"2026-09-13T02","SEC","Seminole Electric Cooperative","JEA","JEA",54,"megawatthours"
"2026-09-13T02","SEC","Seminole Electric Cooperative","TEC","Tampa Electric Company",108,"megawatthours"
"2026-09-13T02","SEPA","Southeastern Power Administration","DUK","Duke Energy Carolinas",-119,"megawatthours"
"2026-09-13T02","SEPA","Southeastern Power Administration","SC","South Carolina Public Service Authority",-283,"megawatthours"
"2026-09-13T02","SEPA","Southeastern Power Administration","SCEG","Dominion Energy South Carolina, Inc.",-13,"megawatthours"
"2026-09-13T02","SEPA","Southeastern Power Administration","SOCO","Southern Company Services, Inc. - Trans",355,"megawatthours"
"2026-09-13T02","SIKE","Sikeston Board of Municipal Utilities","AECI","Associated Electric Cooperative, Inc.",-7,"megawatthours"
"2026-09-13T02","SIKE","Sikeston Board of Municipal Utilities","MISO","Midcontinent Independent System Operator, Inc.",87,"megawatthours"
"2026-09-13T02","SIKE","Sikeston Board of Municipal Utilities","SPA","Southwestern Power Administration",64,"megawatthours"
"2026-09-13T02","SIKE","Sikeston Board of Municipal Utilities","SWPP","Southwest Power Pool",-111,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","DUK","Duke Energy Carolinas",-469,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","FPC","Duke Energy Florida, Inc.",-11,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","FPL","Florida Power & Light Co.",506,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","MISO","Midcontinent Independent System Operator, Inc.",257,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","SC","South Carolina Public Service Authority",737,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","SCEG","Dominion Energy South Carolina, Inc.",1361,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","SEPA","Southeastern Power Administration",-355,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","TAL","City of Tallahassee",119,"megawatthours"
"2026-09-13T02","SOCO","Southern Company Services, Inc. - Trans","TVA","Tennessee Valley Authority",209,"megawatthours"
"2026-09-13T02","SPA","Southwestern Power Administration","AECI","Associated Electric Cooperative, Inc.",99,"megawatthours"
"2026-09-13T02","SPA","Southwestern Power Administration","MISO","Midcontinent Independent System Operator, Inc.",-15,"megawatthours"
"2026-09-13T02","SPA","Southwestern Power Administration","SIKE","Sikeston Board of Municipal Utilities",-64,"megawatthours"
"2026-09-13T02","SPA","Southwestern Power Administration","SWPP","Southwest Power Pool",83,"megawatthours"
"2026-09-13T02","SRP","Salt River Project Agricultural Improvement and Power District","AZPS","Arizona Public Service Company",4575,"megawatthours"
"2026-09-13T02","SRP","Salt River Project Agricultural Improvement and Power District","CISO","California Independent System Operator",1210,"megawatthours"
"2026-09-13T02","SRP","Salt River Project Agricultural Improvement and Power District","DEAA","Arlington Valley, LLC",-463,"megawatthours"
"2026-09-13T02","SRP","Salt River Project Agricultural Improvement and Power District","GRID","Gridforce Energy Management, LLC",-605,"megawatthours"
"2026-09-13T02","SRP","Salt River Project Agricultural Improvement and Power District","TEPC","Tucson Electric Power",-434,"megawatthours"
"2026-09-13T02","SRP","Salt River Project Agricultural Improvement and Power District","WALC","Western Area Power Administration - Desert Southwest Region",-70,"megawatthours"
"2026-09-13T02","SW","Southwest","CAL","California",3763,"megawatthours"
"2026-09-13T02","SW","Southwest","CENT","Central",0,"megawatthours"
"2026-09-13T02","SW","Southwest","NW","Northwest",-1039,"megawatthours"
"2026-09-13T02","SWPP","Southwest Power Pool","AECI","Associated Electric Cooperative, Inc.",726,"megawatthours"
"2026-09-13T02","SWPP","Southwest Power Pool","EPE","El Paso Electric Company",0,"megawatthours"
"2026-09-13T02","SWPP","Southwest Power Pool","ERCO","Electric Reliability Council of Texas, Inc.",-615,"megawatthours"
"2026-09-13T02","SWPP","Southwest Power Pool","MISO","Midcontinent Independent System Operator, Inc.",361,"megawatthours"
"2026-09-13T02","SWPP","Southwest Power Pool","PNM","Public Service Company of New Mexico",0,"megawatthours"
"2026-09-13T02","SWPP","Southwest Power Pool","PSCO","Public Service Company of Colorado",-340,"megawatthours"
"2026-09-13T02","SWPW","Southwest Power Pool West Balancing Authority Area","AZPS","Arizona Public Service Company",-137,"megawatthours"
"2026-09-13T02","SWPW","Southwest Power Pool West Balancing Authority Area","BHBA","Black Hills Energy",79,"megawatthours"
"2026-09-13T02","SWPW","Southwest Power Pool West Balancing Authority Area","NWMT","NorthWestern Corporation",-38,"megawatthours"
"2026-09-13T02","SWPW","Southwest Power Pool West Balancing Authority Area","PACE","PacifiCorp East",323,"megawatthours"
"2026-09-13T02","SWPW","Southwest Power Pool West Balancing Authority Area","PNM","Public Service Company of New Mexico",-107,"megawatthours"
"2026-09-13T02","SWPW","Southwest Power Pool West Balancing Authority Area","PSCO","Public Service Company of Colorado",-440,"megawatthours"
"2026-09-13T02","SWPW","Southwest Power Pool West Balancing Authority Area","WALC","Western Area Power Administration - Desert Southwest Region",160,"megawatthours"
"2026-09-13T02","TAL","City of Tallahassee","FPC","Duke Energy Florida, Inc.",119,"megawatthours"
"2026-09-13T02","TAL","City of Tallahassee","SOCO","Southern Company Services, Inc. - Trans",-118,"megawatthours"
"2026-09-13T02","TEC","Tampa Electric Company","FMPP","Florida Municipal Power Pool",148,"megawatthours"
"2026-09-13T02","TEC","Tampa Electric Company","FPC","Duke Energy Florida, Inc.",-1090,"megawatthours"
"2026-09-13T02","TEC","Tampa Electric Company","FPL","Florida Power & Light Co.",856,"megawatthours"
"2026-09-13T02","TEC","Tampa Electric Company","SEC","Seminole Electric Cooperative",-108,"megawatthours"
"2026-09-13T02","TEN","Tennessee","CAR","Carolinas",97,"megawatthours"
"2026-09-13T02","TEN","Tennessee","MIDA","Mid-Atlantic",778,"megawatthours"
"2026-09-13T02","TEN","Tennessee","MIDW","Midwest",-1575,"megawatthours"
"2026-09-13T02","TEN","Tennessee","SE","Southeast",-209,"megawatthours"
"2026-09-13T02","TEPC","Tucson Electric Power","AZPS","Arizona Public Service Company",115,"megawatthours"
"2026-09-13T02","TEPC","Tucson Electric Power","EPE","El Paso Electric Company",355,"megawatthours"
"2026-09-13T02","TEPC","Tucson Electric Power","PNM","Public Service Company of New Mexico",74,"megawatthours"
"2026-09-13T02","TEPC","Tucson Electric Power","SRP","Salt River Project Agricultural Improvement and Power District",434,"megawatthours"
"2026-09-13T02","TEPC","Tucson Electric Power","WALC","Western Area Power Administration - Desert Southwest Region",-362,"megawatthours"
"2026-09-13T02","TEX","Texas","CENT","Central",-288,"megawatthours"
"2026-09-13T02","TEX","Texas","MEX","Mexico",185,"megawatthours"
"2026-09-13T02","TIDC","Turlock Irrigation District","BANC","Balancing Authority of Northern California",24,"megawatthours"
"2026-09-13T02","TIDC","Turlock Irrigation District","CISO","California Independent System Operator",-210,"megawatthours"
"2026-09-13T02","TPWR","City of Tacoma, Department of Public Utilities, Light Division","BPAT","Bonneville Power Administration",-318,"megawatthours"
"2026-09-13T02","TPWR","City of Tacoma, Department of Public Utilities, Light Division","PSEI","Puget Sound Energy, Inc.",38,"megawatthours"
"2026-09-13T02","TVA","Tennessee Valley Authority","AECI","Associated Electric Cooperative, Inc.",-128,"megawatthours"
"2026-09-13T02","TVA","Tennessee Valley Authority","CPLW","Duke Energy Progress West",5,"megawatthours"
"2026-09-13T02","TVA","Tennessee Valley Authority","DUK","Duke Energy Carolinas",92,"megawatthours"
"2026-09-13T02","TVA","Tennessee Valley Authority","LGEE","LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company",331,"megawatthours"
"2026-09-13T02","TVA","Tennessee Valley Authority","MISO","Midcontinent Independent System Operator, Inc.",-1778,"megawatthours"
"2026-09-13T02","TVA","Tennessee Valley Authority","PJM","PJM Interconnection, LLC",778,"megawatthours"
"2026-09-13T02","TVA","Tennessee Valley Authority","SOCO","Southern Company Services, Inc. - Trans",-209,"megawatthours"
