"period","fromba","fromba-name","toba","toba-name","value","value-units"
"2026-09-13T02","US48","United States Lower 48","CAN","Canada",-5758,"megawatthours"
"2026-09-13T02","US48","United States Lower 48","MEX","Mexico",704,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","AZPS","Arizona Public Service Company",-787,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","CISO","California Independent System Operator",304,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","GRID","Gridforce Energy Management, LLC",-449,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","IID","Imperial Irrigation District",69,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","LDWP","Los Angeles Department of Water and Power",747,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","NEVP","Nevada Power Company",703,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","SRP","Salt River Project Agricultural Improvement and Power District",69,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","SWPW","Southwest Power Pool West Balancing Authority Area",-207,"megawatthours"
"2026-09-13T02","WALC","Western Area Power Administration - Desert Southwest Region","TEPC","Tucson Electric Power",362,"megawatthours"
"2026-09-13T02","WWA","NaturEner Wind Watch, LLC","NWMT","NorthWestern Corporation",0,"megawatthours"
"2026-09-13T02","YAD","Alcoa Power Generating, Inc. - Yadkin Division","CPLE","Duke Energy Progress East",32,"megawatthours"
"2026-09-13T02","YAD","Alcoa Power Generating, Inc. - Yadkin Division","DUK","Duke Energy Carolinas",-26,"megawatthours"
"2026-09-13T01","AECI","Associated Electric Cooperative, Inc.","MISO","Midcontinent Independent System Operator, Inc.",709,"megawatthours"
"2026-09-13T01","AECI","Associated Electric Cooperative, Inc.","SIKE","Sikeston Board of Municipal Utilities",6,"megawatthours"
"2026-09-13T01","AECI","Associated Electric Cooperative, Inc.","SPA","Southwestern Power Administration",-204,"megawatthours"
"2026-09-13T01","AECI","Associated Electric Cooperative, Inc.","SWPP","Southwest Power Pool",-945,"megawatthours"
"2026-09-13T01","AECI","Associated Electric Cooperative, Inc.","TVA","Tennessee Valley Authority",123,"megawatthours"
"2026-09-13T01","AVA","Avista Corporation","BPAT","Bonneville Power Administration",-527,"megawatthours"
"2026-09-13T01","AVA","Avista Corporation","CHPD","Public Utility District No. 1 of Chelan County",-4,"megawatthours"
"2026-09-13T01","AVA","Avista Corporation","GCPD","Public Utility District No. 2 of Grant County, Washington",-24,"megawatthours"
"2026-09-13T01","AVA","Avista Corporation","IPCO","Idaho Power Company",125,"megawatthours"
"2026-09-13T01","AVA","Avista Corporation","NWMT","NorthWestern Corporation",-35,"megawatthours"
"2026-09-13T01","AVA","Avista Corporation","PACW","PacifiCorp West",114,"megawatthours"
"2026-09-13T01","AVRN","Avangrid Renewables, LLC","BPAT","Bonneville Power Administration",1216,"megawatthours"
"2026-09-13T01","AVRN","Avangrid Renewables, LLC","PACW","PacifiCorp West",401,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","CISO","California Independent System Operator",733,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","IID","Imperial Irrigation District",-8,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","LDWP","Los Angeles Department of Water and Power",174,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","PACE","PacifiCorp East",-174,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","PNM","Public Service Company of New Mexico",468,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","SRP","Salt River Project Agricultural Improvement and Power District",-4330,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","SWPW","Southwest Power Pool West Balancing Authority Area",173,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","TEPC","Tucson Electric Power",35,"megawatthours"
"2026-09-13T01","AZPS","Arizona Public Service Company","WALC","Western Area Power Administration - Desert Southwest Region",460,"megawatthours"
"2026-09-13T01","BANC","Balancing Authority of Northern California","BPAT","Bonneville Power Administration",-511,"megawatthours"
"2026-09-13T01","BANC","Balancing Authority of Northern California","CISO","California Independent System Operator",39,"megawatthours"
"2026-09-13T01","BANC","Balancing Authority of Northern California","TIDC","Turlock Irrigation District",-265,"megawatthours"
"2026-09-13T01","BHBA","Black Hills Energy","PACE","PacifiCorp East",77,"megawatthours"
"2026-09-13T01","BHBA","Black Hills Energy","SWPP","Southwest Power Pool",-50,"megawatthours"
"2026-09-13T01","BHBA","Black Hills Energy","SWPW","Southwest Power Pool West Balancing Authority Area",-38,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","AVA","Avista Corporation",233,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","AVRN","Avangrid Renewables, LLC",-1216,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","BANC","Balancing Authority of Northern California",511,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","BCHA","British Columbia Hydro and Power Authority",-2408,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","CHPD","Public Utility District No. 1 of Chelan County",-452,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","CISO","California Independent System Operator",799,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","DOPD","PUD No. 1 of Douglas County",-262,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","GCPD","Public Utility District No. 2 of Grant County, Washington",301,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","GRID","Gridforce Energy Management, LLC",-812,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","IPCO","Idaho Power Company",-66,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","LDWP","Los Angeles Department of Water and Power",1871,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","NEVP","Nevada Power Company",4,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","NWMT","NorthWestern Corporation",-808,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","PACW","PacifiCorp West",898,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","PGE","Portland General Electric Company",704,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","PSEI","Puget Sound Energy, Inc.",1390,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","SCL","Seattle City Light",278,"megawatthours"
"2026-09-13T01","BPAT","Bonneville Power Administration","TPWR","City of Tacoma, Department of Public Utilities, Light Division",319,"megawatthours"
"2026-09-13T01","CAL","California","MEX","Mexico",524,"megawatthours"
"2026-09-13T01","CAL","California","NW","Northwest",-3938,"megawatthours"
"2026-09-13T01","CAL","California","SW","Southwest",-2755,"megawatthours"
"2026-09-13T01","CAR","Carolinas","MIDA","Mid-Atlantic",976,"megawatthours"
"2026-09-13T01","CAR","Carolinas","SE","Southeast",-1204,"megawatthours"
"2026-09-13T01","CAR","Carolinas","TEN","Tennessee",-60,"megawatthours"
"2026-09-13T01","CENT","Central","MIDW","Midwest",1060,"megawatthours"
"2026-09-13T01","CENT","Central","NW","Northwest",-350,"megawatthours"
"2026-09-13T01","CENT","Central","SW","Southwest",0,"megawatthours"
"2026-09-13T01","CENT","Central","TEX","Texas",-1179,"megawatthours"
"2026-09-13T01","CHPD","Public Utility District No. 1 of Chelan County","AVA","Avista Corporation",4,"megawatthours"
"2026-09-13T01","CHPD","Public Utility District No. 1 of Chelan County","BPAT","Bonneville Power Administration",451,"megawatthours"
"2026-09-13T01","CHPD","Public Utility District No. 1 of Chelan County","DOPD","PUD No. 1 of Douglas County",70,"megawatthours"
"2026-09-13T01","CHPD","Public Utility District No. 1 of Chelan County","PSEI","Puget Sound Energy, Inc.",15,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","AZPS","Arizona Public Service Company",-977,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","BANC","Balancing Authority of Northern California",-214,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","BPAT","Bonneville Power Administration",-797,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","CEN","Centro Nacional de Control de Energia",524,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","IID","Imperial Irrigation District",10,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","LDWP","Los Angeles Department of Water and Power",-890,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","NEVP","Nevada Power Company",-1026,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","PACW","PacifiCorp West",-17,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","SRP","Salt River Project Agricultural Improvement and Power District",-1117,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","TIDC","Turlock Irrigation District",454,"megawatthours"
"2026-09-13T01","CISO","California Independent System Operator","WALC","Western Area Power Administration - Desert Southwest Region",-40,"megawatthours"
"2026-09-13T01","CPLE","Duke Energy Progress East","DUK","Duke Energy Carolinas",-1500,"megawatthours"
"2026-09-13T01","CPLE","Duke Energy Progress East","PJM","PJM Interconnection, LLC",434,"megawatthours"
"2026-09-13T01","CPLE","Duke Energy Progress East","SC","South Carolina Public Service Authority",-18,"megawatthours"
"2026-09-13T01","CPLE","Duke Energy Progress East","SCEG","Dominion Energy South Carolina, Inc.",-211,"megawatthours"
"2026-09-13T01","CPLE","Duke Energy Progress East","YAD","Alcoa Power Generating, Inc. - Yadkin Division",-56,"megawatthours"
"2026-09-13T01","CPLW","Duke Energy Progress West","DUK","Duke Energy Carolinas",-80,"megawatthours"
"2026-09-13T01","CPLW","Duke Energy Progress West","PJM","PJM Interconnection, LLC",76,"megawatthours"
"2026-09-13T01","CPLW","Duke Energy Progress West","TVA","Tennessee Valley Authority",4,"megawatthours"
"2026-09-13T01","DEAA","Arlington Valley, LLC","SRP","Salt River Project Agricultural Improvement and Power District",478,"megawatthours"
"2026-09-13T01","DOPD","PUD No. 1 of Douglas County","BPAT","Bonneville Power Administration",259,"megawatthours"
"2026-09-13T01","DOPD","PUD No. 1 of Douglas County","CHPD","Public Utility District No. 1 of Chelan County",-58,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","CPLE","Duke Energy Progress East",1500,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","CPLW","Duke Energy Progress West",80,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","PJM","PJM Interconnection, LLC",466,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","SC","South Carolina Public Service Authority",-576,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","SCEG","Dominion Energy South Carolina, Inc.",-94,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","SEPA","Southeastern Power Administration",137,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","SOCO","Southern Company Services, Inc. - Trans",573,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","TVA","Tennessee Valley Authority",-64,"megawatthours"
"2026-09-13T01","DUK","Duke Energy Carolinas","YAD","Alcoa Power Generating, Inc. - Yadkin Division",-37,"megawatthours"
"2026-09-13T01","EPE","El Paso Electric Company","PNM","Public Service Company of New Mexico",-375,"megawatthours"
"2026-09-13T01","EPE","El Paso Electric Company","SWPP","Southwest Power Pool",1,"megawatthours"
"2026-09-13T01","EPE","El Paso Electric Company","TEPC","Tucson Electric Power",-553,"megawatthours"
"2026-09-13T01","ERCO","Electric Reliability Council of Texas, Inc.","CEN","Centro Nacional de Control de Energia",171,"megawatthours"
"2026-09-13T01","ERCO","Electric Reliability Council of Texas, Inc.","SWPP","Southwest Power Pool",-114,"megawatthours"
"2026-09-13T01","FLA","Florida","SE","Southeast",-710,"megawatthours"
"2026-09-13T01","FMPP","Florida Municipal Power Pool","FPC","Duke Energy Florida, Inc.",625,"megawatthours"
"2026-09-13T01","FMPP","Florida Municipal Power Pool","FPL","Florida Power & Light Co.",-411,"megawatthours"
"2026-09-13T01","FMPP","Florida Municipal Power Pool","JEA","JEA",-13,"megawatthours"
"2026-09-13T01","FMPP","Florida Municipal Power Pool","TEC","Tampa Electric Company",-153,"megawatthours"
"2026-09-13T01","FPC","Duke Energy Florida, Inc.","FMPP","Florida Municipal Power Pool",-602,"megawatthours"
"2026-09-13T01","FPC","Duke Energy Florida, Inc.","FPL","Florida Power & Light Co.",-1564,"megawatthours"
"2026-09-13T01","FPC","Duke Energy Florida, Inc.","GVL","Gainesville Regional Utilities",30,"megawatthours"
"2026-09-13T01","FPC","Duke Energy Florida, Inc.","SEC","Seminole Electric Cooperative",-488,"megawatthours"
"2026-09-13T01","FPC","Duke Energy Florida, Inc.","SOCO","Southern Company Services, Inc. - Trans",1,"megawatthours"
"2026-09-13T01","FPC","Duke Energy Florida, Inc.","TAL","City of Tallahassee",-130,"megawatthours"
"2026-09-13T01","FPC","Duke Energy Florida, Inc.","TEC","Tampa Electric Company",1039,"megawatthours"
"2026-09-13T01","FPL","Florida Power & Light Co.","FMPP","Florida Municipal Power Pool",411,"megawatthours"
"2026-09-13T01","FPL","Florida Power & Light Co.","FPC","Duke Energy Florida, Inc.",1564,"megawatthours"
"2026-09-13T01","FPL","Florida Power & Light Co.","GVL","Gainesville Regional Utilities",15,"megawatthours"
"2026-09-13T01","FPL","Florida Power & Light Co.","HST","City of Homestead",89,"megawatthours"
"2026-09-13T01","FPL","Florida Power & Light Co.","JEA","JEA",611,"megawatthours"
"2026-09-13T01","FPL","Florida Power & Light Co.","SEC","Seminole Electric Cooperative",-1158,"megawatthours"
"2026-09-13T01","FPL","Florida Power & Light Co.","SOCO","Southern Company Services, Inc. - Trans",-582,"megawatthours"
"2026-09-13T01","FPL","Florida Power & Light Co.","TEC","Tampa Electric Company",-870,"megawatthours"
"2026-09-13T01","GCPD","Public Utility District No. 2 of Grant County, Washington","AVA","Avista Corporation",24,"megawatthours"
"2026-09-13T01","GCPD","Public Utility District No. 2 of Grant County, Washington","BPAT","Bonneville Power Administration",-302,"megawatthours"
"2026-09-13T01","GCPD","Public Utility District No. 2 of Grant County, Washington","PACW","PacifiCorp West",89,"megawatthours"
"2026-09-13T01","GCPD","Public Utility District No. 2 of Grant County, Washington","PSEI","Puget Sound Energy, Inc.",-21,"megawatthours"
"2026-09-13T01","GRID","Gridforce Energy Management, LLC","BPAT","Bonneville Power Administration",803,"megawatthours"
"2026-09-13T01","GRID","Gridforce Energy Management, LLC","PNM","Public Service Company of New Mexico",209,"megawatthours"
"2026-09-13T01","GRID","Gridforce Energy Management, LLC","SRP","Salt River Project Agricultural Improvement and Power District",628,"megawatthours"
"2026-09-13T01","GRID","Gridforce Energy Management, LLC","WALC","Western Area Power Administration - Desert Southwest Region",451,"megawatthours"
"2026-09-13T01","GVL","Gainesville Regional Utilities","FPC","Duke Energy Florida, Inc.",-30,"megawatthours"
