"period","state","stateDescription","combined-heat-and-pwr-comm","combined-heat-and-pwr-elect","combined-heat-and-pwr-indust","direct-use","elect-pwr-sector-gen-subtotal","electric-utilities","energy-only-providers","estimated-losses","facility-direct","full-service-providers","independent-power-producers","indust-and-comm-gen-subtotal","net-interstate-trade","net-trade-index","total-disposition","total-elect-indust","total-international-exports","total-international-imports","total-net-generation","total-supply","unaccounted","combined-heat-and-pwr-comm-units","combined-heat-and-pwr-elect-units","combined-heat-and-pwr-indust-units","direct-use-units","elect-pwr-sector-gen-subtotal-units","electric-utilities-units","energy-only-providers-units","estimated-losses-units","facility-direct-units","full-service-providers-units","independent-power-producers-units","indust-and-comm-gen-subtotal-units","net-interstate-trade-units","net-trade-index-units","total-disposition-units","total-elect-indust-units","total-international-exports-units","total-international-imports-units","total-net-generation-units","total-supply-units","unaccounted-units"
"2023","TX","Texas","704150","43016759","42770587","38881800","503819815","85398248","0","21825619","10636756","482183629","375404808","43474737","-9385209",".98","547361909","492820385","718973","67357","547294552","547361909","2500341","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","US","United States","16065508","135459735","138663879","136918155","4028541285","2189614522","562573231","171579708","16773296","3294906835","1703467027","154729388","0","1","4222187880","3874253362","20013046","38917208","4183270672","4222187880","19423609","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","UT","Utah","150065","110520","203211","409020","33143278","27810921","0","1476691","2498","33341039","5221837","353276","-1901863",".95","33496554","33343537","0","0","33496554","33496554","169170","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","VA","Virginia","909778","969055","2046794","2349847","88102772","68966543","8346925","5860012","2039","123969541","18167174","2956572","-50140342",".64","91059344","132318505","0","0","91059344","91059344","671322","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","VT","Vermont","2369","0","0","3439","2477830","973339","0","237557","2207","5361816","1504491","2369","-1928985",".66","3708701","5364023","5452","1228502","2480199","3708701","27215","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","WA","Washington","8655","0","1943733","675647","101008217","86830745","2270474","3966032",NA,"87282156","14177472","1952388","-1170693",".99","103703836","89552630","10225872","743231","102960605","103703836","454348","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","WI","Wisconsin","130209","22446","1391967","1491689","61026530","50050314","0","3036501","6794","68557110","10953770","1522175","-10891250",".85","62548705","68563904","0","0","62548705","62548705","347861","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","WV","West Virginia","0","0","1113870","670704","51172914","37102754","0","1420320",NA,"32070687","14070160","1113870","17962362","1.52","52286784","32070687","0","0","52286784","52286784","162712","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","WY","Wyoming","0","0","1505108","1532624","41676312","37158969","0","743587",NA,"16790115","4517343","1505108","24029909","2.25","43181420","16790115","0","0","43181420","43181420","85185","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","AK","Alaska","339375","149377","114591","253661","6240162","6032387","0","324661",NA,"6002080","58398","453966","0","1","6694128","6002080","0","0","6694128","6694128","113726","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","AL","Alabama","0","5032840","4511092","4896466","140277801","103494925","0","4707447","18578","87008967","31750036","4511092","48314688","1.5","144788893","87027545","0","0","144788893","144788893","-157254","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","AR","Arkansas","58078","1276484","1055814","1211942","64791139","58598394","0","2650355",NA,"48997663","4916261","1113892","13133606","1.25","65905030","48997663","0","0","65905030","65905030","-88536","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","AZ","Arizona","153927","47179","18601","223167","104526245","82574368","0","4554313","79333","84117184","21904698","172528","15873112","1.18","104698773","84196517","3803","0","104698773","104698773","-152139","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","CA","California","2584942","12249285","12432562","13052857","188366353","65372954","85259226","13623971","2170901","164439009","110744114","15017504","-71503454",".74","208018422","251869136","1431026","4634565","203383857","208018422","-455114","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","CO","Colorado","26565","51046","224903","223081","57792542","40493662","0","3070396","179780","56583261","17247834","251467","-1909941",".97","58044009","56763041","0","0","58044009","58044009","-102568","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","CT","Connecticut","295051","183795","620219","857003","42138830","102947","11365219","1501966","116046","16285881","41852088","915270","12978158","1.43","43054099","27767146","0","0","43054099","43054099","-50174","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","DC","District of Columbia","137989","0","0","139170","22248","334","6471133","553980","10557","3759844","21914","137989","-10755941",".01","160237","10241534","0","0","160237","160237","-18506","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","DE","Delaware","7050","109236","1087266","812739","4214054","68821","3556274","624176","3814","7979183","4035997","1094316","-7646965",".41","5308370","11539271","0","0","5308370","5308370","-20851","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","FL","Florida","1104786","1972983","4142778","4366464","253662850","240393076","0","13459082","4524","248816279","11296791","5247564","-7286330",".97","258910413","248820803","0","0","258910413","258910413","-449606","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","GA","Georgia","6033","795582","5198243","5090678","121280357","100541863","0","7845167","10152","145025052","19942912","5204276","-31224345",".8","126484633","145035204","0","0","126484633","126484633","-262071","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","HI","Hawaii","373656","1886328","216784","290989","8746994","5249301","0","488939","46609","8992506","1611365","590440","0","1","9337434","9039115","0","0","9337434","9337434","-481609","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","IA","Iowa","191347","614","2088336","2315638","70702515","58912805","0","2931971","3156","54200799","11789096","2279683","13628577","1.23","72982198","54203955","0","0","72982198","72982198","-97944","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","ID","Idaho","68971","33041","520806","590166","15688633","10388285","0","1417258",NA,"26201131","5267307","589777","-11882801",".58","16278410","26201131","0","0","16278410","16278410","-47344","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","IL","Illinois","447393","658916","2489841","3741095","182286089","4344652","79393917","7349493","518138","55959525","177282521","2937234","38506667","1.26","185223322","135871580","0","0","185223322","185223322","-245513","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","IN","Indiana","240234","7240547","4783816","7029656","93030854","61239551","0","5411546","4142","100040223","24550755","5024051","-14249888",".87","98054905","100044365","0","0","98054905","98054905","-180775","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","KS","Kansas","15860","0","269401","203306","61912268","34212134","0","2269735","13252","41947813","27700134","285261","17839244","1.4","62197529","41961065","0","0","62197529","62197529","-75821","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","KY","Kentucky","2760","0","562371","363170","68582198","67900615","0","4075183","127557","75211185","681583","565131","-10493632",".87","69147329","75338742","0","0","69147329","69147329","-136133","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","LA","Louisiana","146468","2467513","30108526","19472417","75249856","67520179","0","5146208",NA,"95138998","5262164","30254993","-14080862",".88","105504849","95138998","0","0","105504849","105504849","-171911","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","MA","Massachusetts","1690310","1541680","194707","838517","19141144","529283","32964888","2757769","393443","17625109","17070181","1885017","-33461440",".39","21026161","50983440","0","0","21026161","21026161","-92124","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","MD","Maryland","266927","2013193","50563","254158","36821876","3940554","27581128","3228326","138806","31962785","30868129","317490","-25917994",".59","37139365","59682719","0","0","37139365","37139365","-107843","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","ME","Maine","104362","463753","1568205","1676999","11091353","910","5065381","642374","102836","6707491","10626690","1672567","509385","1.04","14933055","11875708","250047","2169135","12763920","14933055","-21459","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","MI","Michigan","749820","14048436","1362012","2536443","115385220","81577914","8873152","5443725","414854","91351256","19758870","2111832","10804598","1.1","122734950","100639262","3492772","5237898","117497052","122734950","-181850","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","MN","Minnesota","335192","994160","1206826","1638331","57424873","42147963","0","3604408","342954","66292476","14282750","1542018","-8238006",".89","64211307","66635430","691550","5244416","58966891","64211307","-120407","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","MO","Missouri","200342","75543","47495","297422","79113194","72498149","0","4343883",NA,"80306260","6539502","247837","-5441425",".94","79361031","80306260","0","0","79361031","79361031","-145109","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","MS","Mississippi","0","0","1790863","1575629","65990377","62601372","0","2649375","1503","48978030","3389005","1790863","14665206","1.28","67781240","48979533","0","0","67781240","67781240","-88503","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","MT","Montana","0","459078","30219","26647","27058521","11422655","2993921","842950",NA,"12589862","15176788","30219","9523594","1.54","27230894","15583783","1282079","142154","27088740","27230894","-28159","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","NC","North Carolina","288004","34863","1681236","1858651","132287849","111135359","0","7529898","158517","139048244","21117627","1969240","-14086682",".91","134257088","139206761","0","0","134257088","134257088","-251539","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","ND","North Dakota","88","0","189623","200740","44211245","33585079","0","1373538",NA,"25392877","10626166","189711","22359495","1.79","50583334","25392877","1302567","6182378","44400956","50583334","-45884","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","NE","Nebraska","18786","0","324603","447030","40349329","27761910","0","1830677","4135","33839970","12587419","343389","4632060","1.13","40692718","33844105","0","0","40692718","40692718","-61154","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","NH","New Hampshire","66152","0","28070","95061","18670171","11140","4964194","585169",NA,"5853936","18659031","94222","7285582","1.63","18764393","10818130","0","0","18764393","18764393","-19548","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","NJ","New Jersey","1128761","6083449","511020","1518703","63420855","246416","28813483","4026717","675961","44953291","57090990","1639781","-14793004",".81","65060636","74442735","0","0","65060636","65060636","-134514","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","NM","New Mexico","113058","18008","18869","155868","40757109","23940008","0","1468917","15008","27141170","16799092","131927","12157142","1.42","40889036","27156178","0","0","40889036","40889036","-49070","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","NV","Nevada","109019","1964901","362767","111919","42120052","25717639","6316754","2126877","19697","32983556","14437512","471786","1104084","1.03","42591838","39320007","0","0","42591838","42591838","-71049","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","NY","New York","2267285","11606535","834224","2464796","122083855","34872095","64566390","7746467","923623","77720504","75605225","3101509","-15769756",".9","138896092","143210517","1502842","13710729","125185363","138896092","-258774","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","OH","Ohio","248266","1752674","686593","1156734","134875601","15623103","92518184","8086662","195708","56785891","117499824","934859","-22662582",".86","135810459","149499783","0","0","135810459","135810459","-270138","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","OK","Oklahoma","-20584","0","874046","929280","83781460","36521415","0","3758651",NA,"69486942","47260045","853462","10585609","1.14","84634922","69486942","0","0","84634922","84634922","-125559","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","OR","Oregon","72282","4932380","584204","420486","60661131","42568289","3032992","3046804","6092","53287812","13160462","656486","1625210","1.03","61317617","56326896","0","0","61317617","61317617","-101780","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","PA","Pennsylvania","598198","8140168","3954591","6388281","234708342","130000","86976698","7845675","160331","57907563","226438174","4552788","80244671","1.5","239261130","145044592","0","0","239261130","239261130","-262088","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","RI","Rhode Island","58322","0","151322","194419","7609806","346","3246366","409812","38385","4291533","7609460","209644","-347375",".96","7819451","7576284","0","0","7819451","7819451","-13690","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","SC","South Carolina","799","959033","1488851","2568082","97219851","92254986","0","4476525",NA,"82758432","4005833","1489650","9056002","1.1","98709501","82758432","0","0","98709501","98709501","-149540","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","SD","South Dakota","14","0","69352","69385","17831096","9133867","0","728453",NA,"13467064","8697229","69366","3659894","1.26","17900462","13467064","0","0","17900462","17900462","-24334","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","TN","Tennessee","197346","0","1870953","2200590","75967745","74433678","0","5523390","71784","102040267","1534067","2068300","-31615476",".71","78036045","102112051","0","0","78036045","78036045","-184511","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","TX","Texas","744188","39372039","41342423","37662709","483476329","87283926","0","25715147","8070293","467330899","356820364","42086611","-15881032",".97","525711275","475401192","3672284","148335","525562940","525711275","-859024","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","US","United States","16737258","129503354","140042740","139725701","4073892234","2229610568","565117295","212426330","15064325","3346987449","1714778313","156779998","0","1","4287642536","3927169069","15758322","56970303","4230672233","4287642536","-7436886","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","UT","Utah","120276","113438","344066","585418","38921701","33562303","0","1804789","2767","33362734","5245960","464342","3690625","1.1","39386043","33365501","0","0","39386043","39386043","-60290","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","VA","Virginia","1017438","745938","2130075","2420014","86329812","69673108","8857284","7154387",NA,"123407333","15910766","3147513","-52122698",".63","89477325","132264617","0","0","89477325","89477325","-238995","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","VT","Vermont","2551","0","0","3776","2181278","918025","0","295906","5049","5465422","1263253","2551","10126949","2.75","15898286","5470471","11069","13714457","2183829","15898286","-9885","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","WA","Washington","20200","0","2001329","750773","114668969","102151649","2300711","4916769",NA,"88596609","12517320","2021529","23957835","1.24","122476734","90897320","2118283","5786236","116690498","122476734","-164247","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","WI","Wisconsin","139371","29319","1400150","1509946","59704789","47343364","0","3779688","5650","69870221","12332107","1539521","-13794933",".82","61244310","69875871","0","0","61244310","61244310","-126262","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","WV","West Virginia","0","0","1039508","540028","55625852","38801850","0","1784277",NA,"32986288","16824002","1039508","21414372","1.61","56665360","32986288","0","0","56665360","56665360","-59604","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2022","WY","Wyoming","0","0","1458029","1495201","44889463","39780960","0","892478",NA,"16499429","5108503","1458029","27490197","2.46","46347492","16499429","0","0","46347492","46347492","-29814","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","AK","Alaska","352265","177115","110308","255217","6133245","5910717","0","280836",NA,"5969339","45413","462573","0","1","6595818","5969339","0","0","6595818","6595818","90426","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","AL","Alabama","0","4031284","4956093","5344337","137777237","106804340","0","4026481","17209","85567957","26941613","4956093","47230739","1.49","142733330","85585166","0","0","142733330","142733330","546608","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2021","AR","Arkansas","65161","999324","1083567","1222791","59951340","54354374","0","2289429","35098","48628044","4597642","1148728","8613908","1.16","61100068","48663142","0","0","61100068","61100068","310798","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
