"period","state","stateDescription","combined-heat-and-pwr-comm","combined-heat-and-pwr-elect","combined-heat-and-pwr-indust","direct-use","elect-pwr-sector-gen-subtotal","electric-utilities","energy-only-providers","estimated-losses","facility-direct","full-service-providers","independent-power-producers","indust-and-comm-gen-subtotal","net-interstate-trade","net-trade-index","total-disposition","total-elect-indust","total-international-exports","total-international-imports","total-net-generation","total-supply","unaccounted","combined-heat-and-pwr-comm-units","combined-heat-and-pwr-elect-units","combined-heat-and-pwr-indust-units","direct-use-units","elect-pwr-sector-gen-subtotal-units","electric-utilities-units","energy-only-providers-units","estimated-losses-units","facility-direct-units","full-service-providers-units","independent-power-producers-units","indust-and-comm-gen-subtotal-units","net-interstate-trade-units","net-trade-index-units","total-disposition-units","total-elect-indust-units","total-international-exports-units","total-international-imports-units","total-net-generation-units","total-supply-units","unaccounted-units"
"2023","HI","Hawaii","333574","1305228","228348","196737","8632243","5605698","0","395363","43175","8884077","1721317","561922","0","1","9194164","8927252","0","0","9194164","9194164","-325187","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","IA","Iowa","128269","0","1994295","2225622","67714408","55970087","0","2409233","3133","54397126","11744322","2122564","10525857","1.18","69836973","54400259","0","0","69836973","69836973","276002","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","ID","Idaho","70452","30583","544131","601729","17227863","11700827","0","1137028",NA,"25673977","5496453","614583","-9700546",".65","17842446","25673977","0","0","17842446","17842446","130258","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","IL","Illinois","435098","609707","2244003","3017876","175058539","4104206","76639676","5782939","435686","53502855","170344626","2679102","37696116","1.27","177737641","130578217","0","0","177737641","177737641","662493","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","IN","Indiana","238324","7207450","5007080","6993556","84801477","54096303","0","4251362","4143","95991207","23497724","5245403","-17680424",".84","90046880","95995350","0","0","90046880","90046880","487036","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","KS","Kansas","12589","0","356641","290930","58087368","33224283","0","1818077","11273","41040735","24863085","369230","15087304","1.35","58456598","41052008","0","0","58456598","58456598","208279","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","KY","Kentucky","1352","0","534824","347254","62680903","62093667","0","3154266","122378","71100643","587236","536176","-11868813",".84","63217080","71223021","0","0","63217080","63217080","361352","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","LA","Louisiana","91772","3236671","29801562","17064723","67891231","60863429","0","4223865",NA,"95374457","3791131","29893334","-19362365",".83","97784565","95374457","0","0","97784565","97784565","483886","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","MA","Massachusetts","1672806","1543625","171604","793542","17851474","528607","33456110","2214888","358423","16197431","15779242","1844410","-33578247",".37","19695884","50011964","0","0","19695884","19695884","253737","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","MD","Maryland","346403","1675603","59036","291383","35595210","4430716","26554963","2525834","274843","30203279","29488891","405439","-24139011",".6","36000650","57033085","0","0","36000650","36000650","289359","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","ME","Maine","47179","449383","1098990","1455744","11366012","4865","4792598","502041","123204","6420228","10911764","1146169","1226087","1.09","14736318","11336030","158903","2224137","12512181","14736318","57514","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","MI","Michigan","716536","16581673","1254822","2273308","118685267","88208829","8556785","4321927","416114","88615791","13894765","1971358","16814691","1.16","124946794","97588690","3453059","4290169","120656625","124946794","495120","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","MN","Minnesota","247046","1416725","1222455","1629077","55807361","40376034","0","2932510","56814","66158986","14014602","1469501","-7878236",".89","63890221","66215800","655122","6613359","57276862","63890221","335948","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","MO","Missouri","182414","230045","43278","304533","66477593","59452884","0","3409040",NA,"76975799","6794664","225692","-14376627",".82","66703285","76975799","0","0","66703285","66703285","390539","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","MS","Mississippi","0","0","1901657","1807889","71031783","68027427","0","2144463","1930","48419832","3004356","1901657","20313657","1.39","72933440","48421762","0","0","72933440","72933440","245669","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","MT","Montana","0","490760","25583","19794","26870175","10516405","3060987","686659",NA,"12443712","15863010","25583","9955583","1.58","27046470","15504699","801071","150712","26895758","27046470","78664","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","NC","North Carolina","262926","26367","1503568","1688675","124786899","104306097","0","5894228","139206","132951902","20454435","1766494","-14795860",".9","126553394","133091108","0","0","126553394","126553394","675242","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2023","ND","North Dakota","82","0","165681","179455","41903044","32581700","0","1248995",NA,"28202179","9321344","165763","12300751","1.4","43040448","28202179","965984","971641","42068807","43040448","143085","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
