"period","stateId","stateDescription","producertypeid","producerTypeDescription","energysourceid","energySourceDescription","capability","capability-units"
"2023","GA","Georgia","IPP","Independent Power Producers","PETGT","Petroleum - GT","74","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","PETIC","Petroleum - IC","94.9","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","PETST","Petroleum - ST","83.8","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","SOL","Solar","3763.1","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","SOLPV","Solar - PV","3763.1","megawatts"
"2023","GA","Georgia","IPP","Independent Power Producers","WOO","Wood","1011.3","megawatts"
"2023","GA","Georgia","TOT","All sectors","ALL","All","37785.7","megawatts"
"2023","GA","Georgia","TOT","All sectors","BAT","Battery","81.2","megawatts"
"2023","GA","Georgia","TOT","All sectors","COL","Coal","5780","megawatts"
"2023","GA","Georgia","TOT","All sectors","HPS","Pumped Storage","1897.4","megawatts"
"2023","GA","Georgia","TOT","All sectors","HYC","Hydroelectric","1985","megawatts"
"2023","GA","Georgia","TOT","All sectors","NG","Natural Gas","16486.2","megawatts"
"2023","GA","Georgia","TOT","All sectors","NGCC","Natural Gas - CC","8067","megawatts"
"2023","GA","Georgia","TOT","All sectors","NGGT","Natural Gas - GT","7569.1","megawatts"
"2023","GA","Georgia","TOT","All sectors","NGIC","Natural Gas - IC","7","megawatts"
"2023","GA","Georgia","TOT","All sectors","NGOTH","Natural Gas - OTH",".2","megawatts"
"2023","GA","Georgia","TOT","All sectors","NGST","Natural Gas - ST","842.9","megawatts"
"2023","GA","Georgia","TOT","All sectors","NUC","Nuclear","5175","megawatts"
"2023","GA","Georgia","TOT","All sectors","OBM","Other Biomass","55.8","megawatts"
"2023","GA","Georgia","TOT","All sectors","PET","Petroleum","1190.8","megawatts"
"2023","GA","Georgia","TOT","All sectors","PETGT","Petroleum - GT","1007","megawatts"
"2023","GA","Georgia","TOT","All sectors","PETIC","Petroleum - IC","100","megawatts"
"2023","GA","Georgia","TOT","All sectors","PETST","Petroleum - ST","83.8","megawatts"
"2023","GA","Georgia","TOT","All sectors","SOL","Solar","4123","megawatts"
"2023","GA","Georgia","TOT","All sectors","SOLPV","Solar - PV","4123","megawatts"
"2023","GA","Georgia","TOT","All sectors","WOO","Wood","1011.3","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","ALL","All","1802.3","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","BAT","Battery","2","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","HYC","Hydroelectric","4.1","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","OBM","Other Biomass","60.4","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","OT","Other","27.5","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","PET","Petroleum","1664.3","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","PETGT","Petroleum - GT","304.3","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","PETIC","Petroleum - IC","183","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","PETOTH","Petroleum - OTH","158.8","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","PETST","Petroleum - ST","1018.2","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","SOL","Solar","44","megawatts"
"2023","HI","Hawaii","EU","Electric Utilities","SOLPV","Solar - PV","44","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","ALL","All","1419.7","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","BAT","Battery","357.9","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","GEO","Geothermal","43","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","HYC","Hydroelectric","28.3","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","OBM","Other Biomass","86","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","PET","Petroleum","315.6","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","PETGT","Petroleum - GT","32.8","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","PETIC","Petroleum - IC","2","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","PETOTH","Petroleum - OTH","280.8","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","SOL","Solar","348.2","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","SOLPV","Solar - PV","348.2","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","WND","Wind","233.2","megawatts"
"2023","HI","Hawaii","IPP","Independent Power Producers","WOO","Wood","7.5","megawatts"
"2023","HI","Hawaii","TOT","All sectors","ALL","All","3222","megawatts"
"2023","HI","Hawaii","TOT","All sectors","BAT","Battery","359.9","megawatts"
"2023","HI","Hawaii","TOT","All sectors","GEO","Geothermal","43","megawatts"
"2023","HI","Hawaii","TOT","All sectors","HYC","Hydroelectric","32.4","megawatts"
"2023","HI","Hawaii","TOT","All sectors","OBM","Other Biomass","146.4","megawatts"
"2023","HI","Hawaii","TOT","All sectors","OT","Other","27.5","megawatts"
"2023","HI","Hawaii","TOT","All sectors","PET","Petroleum","1979.9","megawatts"
"2023","HI","Hawaii","TOT","All sectors","PETGT","Petroleum - GT","337.1","megawatts"
"2023","HI","Hawaii","TOT","All sectors","PETIC","Petroleum - IC","185","megawatts"
"2023","HI","Hawaii","TOT","All sectors","PETOTH","Petroleum - OTH","439.6","megawatts"
"2023","HI","Hawaii","TOT","All sectors","PETST","Petroleum - ST","1018.2","megawatts"
"2023","HI","Hawaii","TOT","All sectors","SOL","Solar","392.2","megawatts"
"2023","HI","Hawaii","TOT","All sectors","SOLPV","Solar - PV","392.2","megawatts"
"2023","HI","Hawaii","TOT","All sectors","WND","Wind","233.2","megawatts"
"2023","HI","Hawaii","TOT","All sectors","WOO","Wood","7.5","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","ALL","All","18017.6","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","BAT","Battery","8.9","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","COL","Coal","4412.9","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","HYC","Hydroelectric","208.2","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","NG","Natural Gas","3470.6","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","NGCC","Natural Gas - CC","1693.9","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","NGGT","Natural Gas - GT","1167.1","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","NGIC","Natural Gas - IC","154.3","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","NGST","Natural Gas - ST","455.3","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","PET","Petroleum","690.7","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","PETGT","Petroleum - GT","201.9","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","PETIC","Petroleum - IC","488.8","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","SOL","Solar","149.6","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","SOLPV","Solar - PV","149.6","megawatts"
"2023","IA","Iowa","EU","Electric Utilities","WND","Wind","9076.7","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","ALL","All","4688.8","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","COL","Coal","447.9","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","HYC","Hydroelectric","1.2","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","NG","Natural Gas","233.1","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","NGCC","Natural Gas - CC","48","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","NGGT","Natural Gas - GT","43.5","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","NGIC","Natural Gas - IC","11.8","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","NGST","Natural Gas - ST","129.8","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","OBM","Other Biomass","20.6","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","PET","Petroleum","146.5","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","PETIC","Petroleum - IC","114.5","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","PETST","Petroleum - ST","32","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","SOL","Solar","112.4","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","SOLPV","Solar - PV","112.4","megawatts"
"2023","IA","Iowa","IPP","Independent Power Producers","WND","Wind","3727.1","megawatts"
"2023","IA","Iowa","TOT","All sectors","ALL","All","22706.4","megawatts"
"2023","IA","Iowa","TOT","All sectors","BAT","Battery","8.9","megawatts"
"2023","IA","Iowa","TOT","All sectors","COL","Coal","4860.8","megawatts"
"2023","IA","Iowa","TOT","All sectors","HYC","Hydroelectric","209.4","megawatts"
"2023","IA","Iowa","TOT","All sectors","NG","Natural Gas","3703.7","megawatts"
"2023","IA","Iowa","TOT","All sectors","NGCC","Natural Gas - CC","1741.9","megawatts"
"2023","IA","Iowa","TOT","All sectors","NGGT","Natural Gas - GT","1210.6","megawatts"
"2023","IA","Iowa","TOT","All sectors","NGIC","Natural Gas - IC","166.1","megawatts"
"2023","IA","Iowa","TOT","All sectors","NGST","Natural Gas - ST","585.1","megawatts"
"2023","IA","Iowa","TOT","All sectors","OBM","Other Biomass","20.6","megawatts"
"2023","IA","Iowa","TOT","All sectors","PET","Petroleum","837.2","megawatts"
"2023","IA","Iowa","TOT","All sectors","PETGT","Petroleum - GT","201.9","megawatts"
"2023","IA","Iowa","TOT","All sectors","PETIC","Petroleum - IC","603.3","megawatts"
"2023","IA","Iowa","TOT","All sectors","PETST","Petroleum - ST","32","megawatts"
"2023","IA","Iowa","TOT","All sectors","SOL","Solar","262","megawatts"
"2023","IA","Iowa","TOT","All sectors","SOLPV","Solar - PV","262","megawatts"
"2023","IA","Iowa","TOT","All sectors","WND","Wind","12803.8","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","ALL","All","3547","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","HYC","Hydroelectric","2393.2","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","NG","Natural Gas","967.6","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","NGCC","Natural Gas - CC","353","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","NGGT","Natural Gas - GT","614.6","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","OBM","Other Biomass","3.2","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","PET","Petroleum","5.4","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","PETIC","Petroleum - IC","5.4","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","SOL","Solar","120","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","SOLPV","Solar - PV","120","megawatts"
"2023","ID","Idaho","EU","Electric Utilities","WND","Wind","57.6","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","ALL","All","1805.6","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","GEO","Geothermal","10","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","HYC","Hydroelectric","237.6","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","NG","Natural Gas","269.3","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","NGCC","Natural Gas - CC","248","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","NGGT","Natural Gas - GT","4.6","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","NGST","Natural Gas - ST","16.7","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","OBM","Other Biomass","15.1","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","OT","Other","14.8","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","SOL","Solar","282","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","SOLPV","Solar - PV","282","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","WND","Wind","910.7","megawatts"
"2023","ID","Idaho","IPP","Independent Power Producers","WOO","Wood","66.1","megawatts"
"2023","ID","Idaho","TOT","All sectors","ALL","All","5352.6","megawatts"
"2023","ID","Idaho","TOT","All sectors","GEO","Geothermal","10","megawatts"
"2023","ID","Idaho","TOT","All sectors","HYC","Hydroelectric","2630.8","megawatts"
"2023","ID","Idaho","TOT","All sectors","NG","Natural Gas","1236.9","megawatts"
"2023","ID","Idaho","TOT","All sectors","NGCC","Natural Gas - CC","601","megawatts"
"2023","ID","Idaho","TOT","All sectors","NGGT","Natural Gas - GT","619.2","megawatts"
"2023","ID","Idaho","TOT","All sectors","NGST","Natural Gas - ST","16.7","megawatts"
"2023","ID","Idaho","TOT","All sectors","OBM","Other Biomass","18.3","megawatts"
"2023","ID","Idaho","TOT","All sectors","OT","Other","14.8","megawatts"
"2023","ID","Idaho","TOT","All sectors","PET","Petroleum","5.4","megawatts"
"2023","ID","Idaho","TOT","All sectors","PETIC","Petroleum - IC","5.4","megawatts"
"2023","ID","Idaho","TOT","All sectors","SOL","Solar","402","megawatts"
"2023","ID","Idaho","TOT","All sectors","SOLPV","Solar - PV","402","megawatts"
"2023","ID","Idaho","TOT","All sectors","WND","Wind","968.3","megawatts"
"2023","ID","Idaho","TOT","All sectors","WOO","Wood","66.1","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","ALL","All","3864.2","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","BAT","Battery",".3","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","COL","Coal","483.7","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","HYC","Hydroelectric","12","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","NG","Natural Gas","3012.3","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","NGCC","Natural Gas - CC","589.9","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","NGGT","Natural Gas - GT","2288.8","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","NGIC","Natural Gas - IC","105.4","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","NGST","Natural Gas - ST","28.2","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","OBM","Other Biomass","13.4","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","PET","Petroleum","334.9","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","PETGT","Petroleum - GT","57.6","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","PETIC","Petroleum - IC","277.3","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","SOL","Solar","1.3","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","SOLPV","Solar - PV","1.3","megawatts"
"2023","IL","Illinois","EU","Electric Utilities","WND","Wind","6.3","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","ALL","All","41555","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","BAT","Battery","95.8","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","COL","Coal","6369.8","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","HYC","Hydroelectric","20.9","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","NG","Natural Gas","13904.8","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","NGCC","Natural Gas - CC","5233.2","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","NGGT","Natural Gas - GT","8432.2","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","NGIC","Natural Gas - IC","79.1","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","NGST","Natural Gas - ST","160.3","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","NUC","Nuclear","11567.6","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","OBM","Other Biomass","41.8","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","OOG","Other Gas","36.5","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","OT","Other","78","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","PET","Petroleum","325","megawatts"
"2023","IL","Illinois","IPP","Independent Power Producers","PETGT","Petroleum - GT","305","megawatts"
