"period","stateId","stateDescription","producertypeid","producerTypeDescription","energysourceid","energySourceDescription","capability","capability-units"
"2024","MN","Minnesota","TOT","All sectors","NGST","Natural Gas - ST","197.3","megawatts"
"2024","MN","Minnesota","TOT","All sectors","NUC","Nuclear","1657","megawatts"
"2024","MN","Minnesota","TOT","All sectors","OBM","Other Biomass","110.6","megawatts"
"2024","MN","Minnesota","TOT","All sectors","OT","Other","6.1","megawatts"
"2024","MN","Minnesota","TOT","All sectors","PET","Petroleum","789.9","megawatts"
"2024","MN","Minnesota","TOT","All sectors","PETGT","Petroleum - GT","370.3","megawatts"
"2024","MN","Minnesota","TOT","All sectors","PETIC","Petroleum - IC","419.6","megawatts"
"2024","MN","Minnesota","TOT","All sectors","SOL","Solar","1641.7","megawatts"
"2024","MN","Minnesota","TOT","All sectors","SOLPV","Solar - PV","1641.7","megawatts"
"2024","MN","Minnesota","TOT","All sectors","WND","Wind","4901.4","megawatts"
"2024","MN","Minnesota","TOT","All sectors","WOO","Wood","206","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","ALL","All","17882","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","BAT","Battery","1","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","COL","Coal","8539.2","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","HPS","Pumped Storage","657","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","HYC","Hydroelectric","548.5","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","NG","Natural Gas","4722.3","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","NGCC","Natural Gas - CC","1203.5","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","NGGT","Natural Gas - GT","3265.8","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","NGIC","Natural Gas - IC","74.8","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","NGST","Natural Gas - ST","178.2","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","NUC","Nuclear","1190","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","OBM","Other Biomass","7.5","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","PET","Petroleum","1038.2","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","PETGT","Petroleum - GT","776.2","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","PETIC","Petroleum - IC","262","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","SOL","Solar","236.2","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","SOLPV","Solar - PV","236.2","megawatts"
"2024","MO","Missouri","EU","Electric Utilities","WND","Wind","942.1","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","ALL","All","2537","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","NG","Natural Gas","823.9","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","NGCC","Natural Gas - CC","685.7","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","NGGT","Natural Gas - GT","58.1","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","NGIC","Natural Gas - IC","1.2","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","NGST","Natural Gas - ST","78.9","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","OBM","Other Biomass","6.5","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","PET","Petroleum","22.2","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","PETIC","Petroleum - IC","22.2","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","SOL","Solar","233.6","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","SOLPV","Solar - PV","233.6","megawatts"
"2024","MO","Missouri","IPP","Independent Power Producers","WND","Wind","1450.8","megawatts"
"2024","MO","Missouri","TOT","All sectors","ALL","All","20419","megawatts"
"2024","MO","Missouri","TOT","All sectors","BAT","Battery","1","megawatts"
"2024","MO","Missouri","TOT","All sectors","COL","Coal","8539.2","megawatts"
"2024","MO","Missouri","TOT","All sectors","HPS","Pumped Storage","657","megawatts"
"2024","MO","Missouri","TOT","All sectors","HYC","Hydroelectric","548.5","megawatts"
"2024","MO","Missouri","TOT","All sectors","NG","Natural Gas","5546.2","megawatts"
"2024","MO","Missouri","TOT","All sectors","NGCC","Natural Gas - CC","1889.2","megawatts"
"2024","MO","Missouri","TOT","All sectors","NGGT","Natural Gas - GT","3323.9","megawatts"
"2024","MO","Missouri","TOT","All sectors","NGIC","Natural Gas - IC","76","megawatts"
"2024","MO","Missouri","TOT","All sectors","NGST","Natural Gas - ST","257.1","megawatts"
"2024","MO","Missouri","TOT","All sectors","NUC","Nuclear","1190","megawatts"
"2024","MO","Missouri","TOT","All sectors","OBM","Other Biomass","14","megawatts"
"2024","MO","Missouri","TOT","All sectors","PET","Petroleum","1060.4","megawatts"
"2024","MO","Missouri","TOT","All sectors","PETGT","Petroleum - GT","776.2","megawatts"
"2024","MO","Missouri","TOT","All sectors","PETIC","Petroleum - IC","284.2","megawatts"
"2024","MO","Missouri","TOT","All sectors","SOL","Solar","469.8","megawatts"
"2024","MO","Missouri","TOT","All sectors","SOLPV","Solar - PV","469.8","megawatts"
"2024","MO","Missouri","TOT","All sectors","WND","Wind","2392.9","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","ALL","All","13803.9","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","BAT","Battery","1.5","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","COL","Coal","1004","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","NG","Natural Gas","11297.6","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","NGCC","Natural Gas - CC","8450.7","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","NGGT","Natural Gas - GT","1334.6","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","NGIC","Natural Gas - IC","25.8","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","NGST","Natural Gas - ST","1486.5","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","NUC","Nuclear","1390.3","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","PET","Petroleum","9","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","PETIC","Petroleum - IC","9","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","SOL","Solar","101.5","megawatts"
"2024","MS","Mississippi","EU","Electric Utilities","SOLPV","Solar - PV","101.5","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","ALL","All","2157.2","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","BAT","Battery","50","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","COL","Coal","440","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","NG","Natural Gas","60.7","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","NGGT","Natural Gas - GT","60.7","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","OBM","Other Biomass","1.6","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","OT","Other","1.4","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","SOL","Solar","1118.2","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","SOLPV","Solar - PV","1118.2","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","WND","Wind","184.5","megawatts"
"2024","MS","Mississippi","IPP","Independent Power Producers","WOO","Wood","300.8","megawatts"
"2024","MS","Mississippi","TOT","All sectors","ALL","All","15961.1","megawatts"
"2024","MS","Mississippi","TOT","All sectors","BAT","Battery","51.5","megawatts"
"2024","MS","Mississippi","TOT","All sectors","COL","Coal","1444","megawatts"
"2024","MS","Mississippi","TOT","All sectors","NG","Natural Gas","11358.3","megawatts"
"2024","MS","Mississippi","TOT","All sectors","NGCC","Natural Gas - CC","8450.7","megawatts"
"2024","MS","Mississippi","TOT","All sectors","NGGT","Natural Gas - GT","1395.3","megawatts"
"2024","MS","Mississippi","TOT","All sectors","NGIC","Natural Gas - IC","25.8","megawatts"
"2024","MS","Mississippi","TOT","All sectors","NGST","Natural Gas - ST","1486.5","megawatts"
"2024","MS","Mississippi","TOT","All sectors","NUC","Nuclear","1390.3","megawatts"
"2024","MS","Mississippi","TOT","All sectors","OBM","Other Biomass","1.6","megawatts"
"2024","MS","Mississippi","TOT","All sectors","OT","Other","1.4","megawatts"
"2024","MS","Mississippi","TOT","All sectors","PET","Petroleum","9","megawatts"
"2024","MS","Mississippi","TOT","All sectors","PETIC","Petroleum - IC","9","megawatts"
"2024","MS","Mississippi","TOT","All sectors","SOL","Solar","1219.7","megawatts"
"2024","MS","Mississippi","TOT","All sectors","SOLPV","Solar - PV","1219.7","megawatts"
"2024","MS","Mississippi","TOT","All sectors","WND","Wind","184.5","megawatts"
"2024","MS","Mississippi","TOT","All sectors","WOO","Wood","300.8","megawatts"
"2024","MT","Montana","EU","Electric Utilities","ALL","All","3830.1","megawatts"
"2024","MT","Montana","EU","Electric Utilities","HYC","Hydroelectric","2799.9","megawatts"
"2024","MT","Montana","EU","Electric Utilities","NG","Natural Gas","499.6","megawatts"
"2024","MT","Montana","EU","Electric Utilities","NGGT","Natural Gas - GT","315.8","megawatts"
"2024","MT","Montana","EU","Electric Utilities","NGIC","Natural Gas - IC","183.8","megawatts"
"2024","MT","Montana","EU","Electric Utilities","OBM","Other Biomass","3.2","megawatts"
"2024","MT","Montana","EU","Electric Utilities","WND","Wind","527.4","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","ALL","All","3352.4","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","COL","Coal","1626.5","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","HYC","Hydroelectric","34.2","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","NG","Natural Gas","54","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","NGIC","Natural Gas - IC","54","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","OOG","Other Gas","1.5","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","OT","Other","40","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","PET","Petroleum","52","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","PETST","Petroleum - ST","52","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","SOL","Solar","179","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","SOLPV","Solar - PV","179","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","WND","Wind","1362.2","megawatts"
"2024","MT","Montana","IPP","Independent Power Producers","WOO","Wood","3","megawatts"
"2024","MT","Montana","TOT","All sectors","ALL","All","7182.5","megawatts"
"2024","MT","Montana","TOT","All sectors","COL","Coal","1626.5","megawatts"
"2024","MT","Montana","TOT","All sectors","HYC","Hydroelectric","2834.1","megawatts"
"2024","MT","Montana","TOT","All sectors","NG","Natural Gas","553.6","megawatts"
"2024","MT","Montana","TOT","All sectors","NGGT","Natural Gas - GT","315.8","megawatts"
"2024","MT","Montana","TOT","All sectors","NGIC","Natural Gas - IC","237.8","megawatts"
"2024","MT","Montana","TOT","All sectors","OBM","Other Biomass","3.2","megawatts"
"2024","MT","Montana","TOT","All sectors","OOG","Other Gas","1.5","megawatts"
"2024","MT","Montana","TOT","All sectors","OT","Other","40","megawatts"
"2024","MT","Montana","TOT","All sectors","PET","Petroleum","52","megawatts"
"2024","MT","Montana","TOT","All sectors","PETST","Petroleum - ST","52","megawatts"
"2024","MT","Montana","TOT","All sectors","SOL","Solar","179","megawatts"
"2024","MT","Montana","TOT","All sectors","SOLPV","Solar - PV","179","megawatts"
"2024","MT","Montana","TOT","All sectors","WND","Wind","1889.6","megawatts"
"2024","MT","Montana","TOT","All sectors","WOO","Wood","3","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","ALL","All","26703.1","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","BAT","Battery","127.8","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","COL","Coal","5561","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","HPS","Pumped Storage","86","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","HYC","Hydroelectric","1795.7","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","NG","Natural Gas","12961","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","NGCC","Natural Gas - CC","4594","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","NGGT","Natural Gas - GT","5119","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","NGST","Natural Gas - ST","3248","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","NUC","Nuclear","5149.6","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","PET","Petroleum","425.7","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","PETGT","Petroleum - GT","176","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","PETIC","Petroleum - IC","95.1","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","PETOTH","Petroleum - OTH","154.6","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","SOL","Solar","596.3","megawatts"
"2024","NC","North Carolina","EU","Electric Utilities","SOLPV","Solar - PV","596.3","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","ALL","All","9633.5","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","BAT","Battery","12","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","HYC","Hydroelectric","213.7","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","NG","Natural Gas","2291.2","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","NGCC","Natural Gas - CC","985","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","NGGT","Natural Gas - GT","1276.5","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","NGST","Natural Gas - ST","29.7","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","OBM","Other Biomass","62.9","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","OT","Other","54","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","PET","Petroleum","65.3","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","PETIC","Petroleum - IC","65.3","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","SOL","Solar","6190.4","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","SOLPV","Solar - PV","6190.4","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","WND","Wind","397","megawatts"
"2024","NC","North Carolina","IPP","Independent Power Producers","WOO","Wood","347","megawatts"
"2024","NC","North Carolina","TOT","All sectors","ALL","All","36336.6","megawatts"
"2024","NC","North Carolina","TOT","All sectors","BAT","Battery","139.8","megawatts"
"2024","NC","North Carolina","TOT","All sectors","COL","Coal","5561","megawatts"
"2024","NC","North Carolina","TOT","All sectors","HPS","Pumped Storage","86","megawatts"
"2024","NC","North Carolina","TOT","All sectors","HYC","Hydroelectric","2009.4","megawatts"
"2024","NC","North Carolina","TOT","All sectors","NG","Natural Gas","15252.2","megawatts"
"2024","NC","North Carolina","TOT","All sectors","NGCC","Natural Gas - CC","5579","megawatts"
"2024","NC","North Carolina","TOT","All sectors","NGGT","Natural Gas - GT","6395.5","megawatts"
"2024","NC","North Carolina","TOT","All sectors","NGST","Natural Gas - ST","3277.7","megawatts"
"2024","NC","North Carolina","TOT","All sectors","NUC","Nuclear","5149.6","megawatts"
"2024","NC","North Carolina","TOT","All sectors","OBM","Other Biomass","62.9","megawatts"
"2024","NC","North Carolina","TOT","All sectors","OT","Other","54","megawatts"
"2024","NC","North Carolina","TOT","All sectors","PET","Petroleum","491","megawatts"
"2024","NC","North Carolina","TOT","All sectors","PETGT","Petroleum - GT","176","megawatts"
"2024","NC","North Carolina","TOT","All sectors","PETIC","Petroleum - IC","160.4","megawatts"
"2024","NC","North Carolina","TOT","All sectors","PETOTH","Petroleum - OTH","154.6","megawatts"
"2024","NC","North Carolina","TOT","All sectors","SOL","Solar","6786.7","megawatts"
"2024","NC","North Carolina","TOT","All sectors","SOLPV","Solar - PV","6786.7","megawatts"
"2024","NC","North Carolina","TOT","All sectors","WND","Wind","397","megawatts"
"2024","NC","North Carolina","TOT","All sectors","WOO","Wood","347","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","ALL","All","6755.7","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","COL","Coal","3812.6","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","HYC","Hydroelectric","510","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","NG","Natural Gas","746.1","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","NGGT","Natural Gas - GT","542.4","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","NGIC","Natural Gas - IC","106.8","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","NGST","Natural Gas - ST","96.9","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","OT","Other","5.3","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","PET","Petroleum","54.6","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","PETGT","Petroleum - GT","40.6","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","PETIC","Petroleum - IC","14","megawatts"
"2024","ND","North Dakota","EU","Electric Utilities","WND","Wind","1627.1","megawatts"
"2024","ND","North Dakota","IPP","Independent Power Producers","ALL","All","2927.9","megawatts"
"2024","ND","North Dakota","IPP","Independent Power Producers","COL","Coal","19.3","megawatts"
"2024","ND","North Dakota","IPP","Independent Power Producers","OBM","Other Biomass","9.8","megawatts"
"2024","ND","North Dakota","IPP","Independent Power Producers","OOG","Other Gas","8.4","megawatts"
"2024","ND","North Dakota","IPP","Independent Power Producers","PET","Petroleum","3.5","megawatts"
"2024","ND","North Dakota","IPP","Independent Power Producers","PETIC","Petroleum - IC","3.5","megawatts"
"2024","ND","North Dakota","IPP","Independent Power Producers","WND","Wind","2886.9","megawatts"
"2024","ND","North Dakota","TOT","All sectors","ALL","All","9683.6","megawatts"
"2024","ND","North Dakota","TOT","All sectors","COL","Coal","3831.9","megawatts"
"2024","ND","North Dakota","TOT","All sectors","HYC","Hydroelectric","510","megawatts"
"2024","ND","North Dakota","TOT","All sectors","NG","Natural Gas","746.1","megawatts"
"2024","ND","North Dakota","TOT","All sectors","NGGT","Natural Gas - GT","542.4","megawatts"
"2024","ND","North Dakota","TOT","All sectors","NGIC","Natural Gas - IC","106.8","megawatts"
"2024","ND","North Dakota","TOT","All sectors","NGST","Natural Gas - ST","96.9","megawatts"
"2024","ND","North Dakota","TOT","All sectors","OBM","Other Biomass","9.8","megawatts"
"2024","ND","North Dakota","TOT","All sectors","OOG","Other Gas","8.4","megawatts"
"2024","ND","North Dakota","TOT","All sectors","OT","Other","5.3","megawatts"
"2024","ND","North Dakota","TOT","All sectors","PET","Petroleum","58.1","megawatts"
"2024","ND","North Dakota","TOT","All sectors","PETGT","Petroleum - GT","40.6","megawatts"
"2024","ND","North Dakota","TOT","All sectors","PETIC","Petroleum - IC","17.5","megawatts"
"2024","ND","North Dakota","TOT","All sectors","WND","Wind","4514","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","ALL","All","7208.8","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","BAT","Battery","1","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","COL","Coal","3756.9","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","HYC","Hydroelectric","278.8","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","NG","Natural Gas","1942","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","NGCC","Natural Gas - CC","338.9","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","NGGT","Natural Gas - GT","1104.8","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","NGIC","Natural Gas - IC","120","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","NGST","Natural Gas - ST","378.3","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","NUC","Nuclear","768.5","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","OBM","Other Biomass","11","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","PET","Petroleum","373.7","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","PETGT","Petroleum - GT","249.3","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","PETIC","Petroleum - IC","124.4","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","SOL","Solar","17.5","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","SOLPV","Solar - PV","17.5","megawatts"
"2024","NE","Nebraska","EU","Electric Utilities","WND","Wind","59.4","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","ALL","All","3659.4","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","BAT","Battery","3.9","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","COL","Coal","61","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","NG","Natural Gas","15","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","NGIC","Natural Gas - IC","1.5","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","NGST","Natural Gas - ST","13.5","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","OBM","Other Biomass","3","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","SOL","Solar","119","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","SOLPV","Solar - PV","119","megawatts"
"2024","NE","Nebraska","IPP","Independent Power Producers","WND","Wind","3457.5","megawatts"
"2024","NE","Nebraska","TOT","All sectors","ALL","All","10868.2","megawatts"
"2024","NE","Nebraska","TOT","All sectors","BAT","Battery","4.9","megawatts"
"2024","NE","Nebraska","TOT","All sectors","COL","Coal","3817.9","megawatts"
"2024","NE","Nebraska","TOT","All sectors","HYC","Hydroelectric","278.8","megawatts"
"2024","NE","Nebraska","TOT","All sectors","NG","Natural Gas","1957","megawatts"
"2024","NE","Nebraska","TOT","All sectors","NGCC","Natural Gas - CC","338.9","megawatts"
"2024","NE","Nebraska","TOT","All sectors","NGGT","Natural Gas - GT","1104.8","megawatts"
"2024","NE","Nebraska","TOT","All sectors","NGIC","Natural Gas - IC","121.5","megawatts"
"2024","NE","Nebraska","TOT","All sectors","NGST","Natural Gas - ST","391.8","megawatts"
"2024","NE","Nebraska","TOT","All sectors","NUC","Nuclear","768.5","megawatts"
"2024","NE","Nebraska","TOT","All sectors","OBM","Other Biomass","14","megawatts"
"2024","NE","Nebraska","TOT","All sectors","PET","Petroleum","373.7","megawatts"
"2024","NE","Nebraska","TOT","All sectors","PETGT","Petroleum - GT","249.3","megawatts"
"2024","NE","Nebraska","TOT","All sectors","PETIC","Petroleum - IC","124.4","megawatts"
"2024","NE","Nebraska","TOT","All sectors","SOL","Solar","136.5","megawatts"
"2024","NE","Nebraska","TOT","All sectors","SOLPV","Solar - PV","136.5","megawatts"
"2024","NE","Nebraska","TOT","All sectors","WND","Wind","3516.9","megawatts"
"2024","NH","New Hampshire","EU","Electric Utilities","ALL","All","5.1","megawatts"
"2024","NH","New Hampshire","EU","Electric Utilities","HYC","Hydroelectric","5.1","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","ALL","All","4465.2","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","BAT","Battery","14","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","COL","Coal","533.9","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","HYC","Hydroelectric","500.7","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","NG","Natural Gas","1632.5","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","NGCC","Natural Gas - CC","1228.5","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","NGGT","Natural Gas - GT","3.8","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","NGST","Natural Gas - ST","400.2","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","NUC","Nuclear","1250","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","OBM","Other Biomass","31.1","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","PET","Petroleum","94","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","PETGT","Petroleum - GT","82.1","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","PETIC","Petroleum - IC","4.9","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","PETST","Petroleum - ST","7","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","SOL","Solar","2.4","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","SOLPV","Solar - PV","2.4","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","WND","Wind","211.9","megawatts"
"2024","NH","New Hampshire","IPP","Independent Power Producers","WOO","Wood","194.7","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","ALL","All","4470.3","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","BAT","Battery","14","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","COL","Coal","533.9","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","HYC","Hydroelectric","505.8","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","NG","Natural Gas","1632.5","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","NGCC","Natural Gas - CC","1228.5","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","NGGT","Natural Gas - GT","3.8","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","NGST","Natural Gas - ST","400.2","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","NUC","Nuclear","1250","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","OBM","Other Biomass","31.1","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","PET","Petroleum","94","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","PETGT","Petroleum - GT","82.1","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","PETIC","Petroleum - IC","4.9","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","PETST","Petroleum - ST","7","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","SOL","Solar","2.4","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","SOLPV","Solar - PV","2.4","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","WND","Wind","211.9","megawatts"
"2024","NH","New Hampshire","TOT","All sectors","WOO","Wood","194.7","megawatts"
"2024","NJ","New Jersey","EU","Electric Utilities","ALL","All","206","megawatts"
"2024","NJ","New Jersey","EU","Electric Utilities","BAT","Battery","2.1","megawatts"
"2024","NJ","New Jersey","EU","Electric Utilities","NG","Natural Gas","110","megawatts"
"2024","NJ","New Jersey","EU","Electric Utilities","NGGT","Natural Gas - GT","110","megawatts"
"2024","NJ","New Jersey","EU","Electric Utilities","PET","Petroleum","6","megawatts"
"2024","NJ","New Jersey","EU","Electric Utilities","PETIC","Petroleum - IC","6","megawatts"
"2024","NJ","New Jersey","EU","Electric Utilities","SOL","Solar","87.9","megawatts"
"2024","NJ","New Jersey","EU","Electric Utilities","SOLPV","Solar - PV","87.9","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","ALL","All","16399.8","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","BAT","Battery","107.6","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","HPS","Pumped Storage","416.1","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","HYC","Hydroelectric","12.3","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","NG","Natural Gas","10783.1","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","NGCC","Natural Gas - CC","8222","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","NGGT","Natural Gas - GT","2494.2","megawatts"
"2024","NJ","New Jersey","IPP","Independent Power Producers","NGIC","Natural Gas - IC","32.8","megawatts"
