"period","stateid","stateName","sector","sectorName","entityid","entityName","plantid","plantName","generatorid","technology","energy_source_code","energy-source-desc","prime_mover_code","balancing_authority_code","balancing-authority-name","status","statusDescription","county","latitude","longitude","nameplate-capacity-mw","net-summer-capacity-mw","net-winter-capacity-mw","operating-year-month","planned-derate-summer-cap-mw","planned-derate-year-month","planned-retirement-year-month","planned-uprate-summer-cap-mw","planned-uprate-year-month","unit","nameplate-capacity-mw-units","net-summer-capacity-mw-units","net-winter-capacity-mw-units","planned-derate-summer-cap-mw-units","planned-uprate-summer-cap-mw-units"
"2026-06","AL","Alabama","electric-utility","Electric Utility","7140","Georgia Power Co","702","Bartletts Ferry","5","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Lee","32.663","-85.0908","54","59","59.5","1985-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","7140","Georgia Power Co","702","Bartletts Ferry","6","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Lee","32.663","-85.0908","54","59","59.5","1985-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","703","Bowen","1","Conventional Steam Coal","BIT","Bituminous Coal","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Bartow","34.1256","-84.9222","805.8","714","714","1971-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","703","Bowen","2","Conventional Steam Coal","BIT","Bituminous Coal","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Bartow","34.1256","-84.9222","788.8","718","718","1972-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","703","Bowen","3","Conventional Steam Coal","BIT","Bituminous Coal","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Bartow","34.1256","-84.9222","952","883","883","1974-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","703","Bowen","4","Conventional Steam Coal","BIT","Bituminous Coal","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Bartow","34.1256","-84.9222","952","885","885","1975-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","704","Burton Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Rabun","34.7939","-83.5402","3","4.8","4.4","1927-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","704","Burton Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Rabun","34.7939","-83.5402","3","4.8","4.4","1927-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","706","Flint River","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Dougherty","31.6026","-84.137","1.8","2.1","2","1921-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","706","Flint River","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Dougherty","31.6026","-84.137","1.8","2.1","2","1921-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","706","Flint River","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Dougherty","31.6026","-84.137","1.8","2.1","2","1925-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","7140","Georgia Power Co","707","Goat Rock","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Lee","32.6096","-85.0795","5","5","5.1","1915-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","7140","Georgia Power Co","707","Goat Rock","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Lee","32.6096","-85.0795","5","5","5.1","1920-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","7140","Georgia Power Co","707","Goat Rock","5","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Lee","32.6096","-85.0795","5","5","5.1","1955-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","7140","Georgia Power Co","707","Goat Rock","6","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Lee","32.6096","-85.0795","5","5","5.1","1956-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","7140","Georgia Power Co","707","Goat Rock","7","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Lee","32.6096","-85.0795","9.3","9.3","9.5","2005-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","AL","Alabama","electric-utility","Electric Utility","7140","Georgia Power Co","707","Goat Rock","8","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Lee","32.6096","-85.0795","9.3","9.3","9.5","2005-06",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","3A","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","41.8","32","40","1971-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","3B","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","41.8","32","40","1971-05",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","4","Natural Gas Fired Combined Cycle","NG","Natural Gas","CA","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","369","360","360","2011-12",NA,NA,NA,NA,NA,"G104","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","5","Natural Gas Fired Combined Cycle","NG","Natural Gas","CA","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","369","360","360","2012-04",NA,NA,NA,NA,NA,"G105","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","5ACT","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","276.3","232.5","271","2012-04",NA,NA,NA,NA,NA,"G105","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","5BCT","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","276.3","232.5","271","2012-04",NA,NA,NA,NA,NA,"G105","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","6","Natural Gas Fired Combined Cycle","NG","Natural Gas","CA","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","369","345","345","2012-10",NA,NA,NA,NA,NA,"G106","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","6ACT","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","276.3","233","274.5","2012-10",NA,NA,NA,NA,NA,"G106","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","6BCT","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","276.3","233","274.5","2012-10",NA,NA,NA,NA,NA,"G106","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","CT4A","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","276.3","237.5","276.5","2011-12",NA,NA,NA,NA,NA,"G104","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","710","Jack McDonough","CT4B","Natural Gas Fired Combined Cycle","NG","Natural Gas","CT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Cobb","33.8239","-84.4758","276.3","237.5","276.5","2011-12",NA,NA,NA,NA,NA,"G104","MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","712","Lloyd Shoals","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Jasper","33.3207","-83.8414","2.4","3.8","3.8","1911-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","712","Lloyd Shoals","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Jasper","33.3207","-83.8414","2.4","3.8","3.8","1911-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","712","Lloyd Shoals","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Jasper","33.3207","-83.8414","2.4","3.8","3.8","1911-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","712","Lloyd Shoals","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Jasper","33.3207","-83.8414","2.4","3.8","3.8","1911-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","712","Lloyd Shoals","5","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Jasper","33.3207","-83.8414","2.4","3.8","3.8","1916-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","712","Lloyd Shoals","6","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Jasper","33.3207","-83.8414","2.4","3.8","3.8","1917-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","CA","California","electric-utility","Electric Utility","14328","Pacific Gas & Electric Co.","714","Toadtown","1","Conventional Hydroelectric","WAT","Water","HY","CISO","California Independent System Operator","OP","Operating","Butte","39.893491","-121.59338","1.8","1.5","1.5","1986-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","3A","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","55.4","46","57","1972-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","3B","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","55.4","46","57","1972-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","3C","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","55.4","46","57","1972-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","4A","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","65.3","46","57","1972-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","4B","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","65.3","46","57","1972-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","4C","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","65.3","46","57","1972-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","4D","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","65.3","46","57","1972-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","4E","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","65.3","46","57","1972-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","4F","Petroleum Liquids","DFO","Disillate Fuel Oil","GT","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","65.3","46","57","1972-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","715","McManus","IC1","Petroleum Liquids","DFO","Disillate Fuel Oil","IC","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Glynn","31.213645","-81.546165","2","2","2","1964-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","717","Morgan Falls","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Fulton","33.9681","-84.3841","2.4","1.5","1.6","1903-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","717","Morgan Falls","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Fulton","33.9681","-84.3841","2.4","1.5","1.6","1903-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","717","Morgan Falls","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Fulton","33.9681","-84.3841","2.4","1.5","1.6","1903-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","717","Morgan Falls","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Fulton","33.9681","-84.3841","2.4","1.5","1.6","1903-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","717","Morgan Falls","5","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Fulton","33.9681","-84.3841","2.4","1.5","1.6","1903-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","717","Morgan Falls","6","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Fulton","33.9681","-84.3841","2.4","1.5","1.6","1903-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","717","Morgan Falls","7","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Fulton","33.9681","-84.3841","2.4","1.5","1.6","1903-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","718","Nacoochee","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Rabun","34.7549","-83.5012","2.4","3","3","1926-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","718","Nacoochee","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Rabun","34.7549","-83.5012","2.4","3","3","1926-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","719","North Highlands","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Muscogee","32.4994","-84.9965","9.2","10.7","10.8","1963-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","719","North Highlands","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Muscogee","32.4994","-84.9965","9.2","10.7","10.8","1963-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","719","North Highlands","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Muscogee","32.4994","-84.9965","9.2","10.7","10.8","1963-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","719","North Highlands","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Muscogee","32.4994","-84.9965","2","2.3","2.3","1963-01",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","720","Oliver Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Muscogee","32.5155","-85.0004","18","17.7","17.5","1959-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","720","Oliver Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Muscogee","32.5155","-85.0004","18","17.7","17.5","1959-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","720","Oliver Dam","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Muscogee","32.5155","-85.0004","18","17.7","17.5","1959-08",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","720","Oliver Dam","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Muscogee","32.5155","-85.0004","6","5.9","5.8","1959-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","722","Sinclair Dam","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Baldwin","33.1405","-83.2018","22.5","21.9","21.9","1953-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","722","Sinclair Dam","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Baldwin","33.1405","-83.2018","22.5","21.9","21.9","1953-02",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","723","Tallulah Falls","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.7388","-83.3956","12","12.1","12.1","1913-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","723","Tallulah Falls","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.7388","-83.3956","12","12.1","12.1","1913-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","723","Tallulah Falls","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.7388","-83.3956","12","12.1","12.1","1914-09",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","723","Tallulah Falls","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.7388","-83.3956","12","12.2","12.2","1913-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","723","Tallulah Falls","5","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.7388","-83.3956","12","12.2","12.2","1913-12",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","723","Tallulah Falls","6","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.7388","-83.3956","12","12.2","12.2","1920-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","724","Terrora","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Rabun","34.7653","-83.4162","8","8.3","8.3","1925-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","724","Terrora","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Rabun","34.7653","-83.4162","8","9.3","9.3","1925-03",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","725","Tugalo","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.714","-83.3522","11.2","13","13.1","1923-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","725","Tugalo","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.714","-83.3522","11.2","13","13.1","1923-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","725","Tugalo","3","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.714","-83.3522","11.2","13","13.1","1924-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","725","Tugalo","4","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Habersham","34.714","-83.3522","11.2","13","13.1","1924-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","728","Yates","6","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Coweta","33.4622","-84.8986","403.7","355.5","355.5","1974-07",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","728","Yates","7","Natural Gas Steam Turbine","NG","Natural Gas","ST","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Coweta","33.4622","-84.8986","403.7","358.5","358.5","1974-04",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","729","Yonah","1","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Stephens","34.6821","-83.3418","7.5","9.5","9.6","1925-10",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
"2026-06","GA","Georgia","electric-utility","Electric Utility","7140","Georgia Power Co","729","Yonah","2","Conventional Hydroelectric","WAT","Water","HY","SOCO","Southern Company Services, Inc. - Trans","OP","Operating","Stephens","34.6821","-83.3418","7.5","9.5","9.6","1925-11",NA,NA,NA,NA,NA,NA,"MW","MW","MW","MW","MW"
