"period","stateid","stateDescription","sectorid","sectorName","customers","price","revenue","sales","customers-units","price-units","revenue-units","sales-units"
"2025-08","AR","Arkansas","ALL","all sectors","1748146","10.45","574.51841","5497.03195","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AR","Arkansas","COM","commercial","209230","10.77","136.66945","1268.76214","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AR","Arkansas","IND","industrial","42013","7.34","152.65458","2080.92731","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AR","Arkansas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AR","Arkansas","RES","residential","1496901","13.28","285.19015","2147.31121","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AR","Arkansas","TRA","transportation","2","13.54",".00423",".03128","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AZ","Arizona","ALL","all sectors","3522365","13.58","1480.88222","10907.75957","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AZ","Arizona","COM","commercial","351038","13","525.47991","4043.35225","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AZ","Arizona","IND","industrial","7232","8.93","122.93292","1376.42897","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AZ","Arizona","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AZ","Arizona","RES","residential","3164093","15.17","832.34726","5486.94186","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","AZ","Arizona","TRA","transportation","2","11.78",".12213","1.0365","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CA","California","ALL","all sectors","16190686","29.39","7031.57159","23923.10585","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CA","California","COM","commercial","1776326","29.46","3214.79874","10910.67823","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CA","California","IND","industrial","147240","24.65","1031.97655","4187.36795","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CA","California","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CA","California","RES","residential","14267107","31.65","2774.49029","8766.13158","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CA","California","TRA","transportation","13","17.49","10.30602","58.9281","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CO","Colorado","ALL","all sectors","2931098","13.59","763.0165","5616.02349","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CO","Colorado","COM","commercial","401347","13.24","266.12609","2010.4114","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CO","Colorado","IND","industrial","14847","9.66","133.74578","1384.12693","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CO","Colorado","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CO","Colorado","RES","residential","2514903","16.37","362.41115","2214.09585","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CO","Colorado","TRA","transportation","1","9.93",".73348","7.38931","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CT","Connecticut","ALL","all sectors","1734155","26.55","658.30734","2479.76404","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CT","Connecticut","COM","commercial","156416","23.7","237.957","1004.16672","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CT","Connecticut","IND","industrial","3762","18.84","39.34166","208.80745","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CT","Connecticut","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CT","Connecticut","RES","residential","1573974","30.24","377.72962","1249.22781","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","CT","Connecticut","TRA","transportation","3","18.67","3.27906","17.56206","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DC","District of Columbia","ALL","all sectors","352741","20.82","187.84701","902.12075","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DC","District of Columbia","COM","commercial","27583","20.76","128.13396","617.31954","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DC","District of Columbia","IND","industrial","1","7.86","1.08147","13.76577","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DC","District of Columbia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DC","District of Columbia","RES","residential","325154","23.19","55.53211","239.49652","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DC","District of Columbia","TRA","transportation","3","9.83","3.09947","31.53892","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DE","Delaware","ALL","all sectors","539461","14.2","152.87083","1076.69074","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DE","Delaware","COM","commercial","61041","12.64","47.3922","374.84655","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DE","Delaware","IND","industrial","1151","9.91","18.02137","181.89387","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DE","Delaware","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DE","Delaware","RES","residential","477269","16.82","87.45725","519.95032","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","DE","Delaware","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ENC","East North Central","ALL","all sectors","23516062","13.8","7438.45763","53914.90464","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ENC","East North Central","COM","commercial","2588938","13.33","2404.22488","18036.05268","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ENC","East North Central","IND","industrial","54060","9.33","1565.42856","16771.95483","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ENC","East North Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ENC","East North Central","RES","residential","20873054","18.18","3465.03166","19059.873","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ENC","East North Central","TRA","transportation","10","8.02","3.77253","47.02413","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ESC","East South Central","ALL","all sectors","10435415","11.79","3694.93506","31348.79936","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ESC","East South Central","COM","commercial","1519741","13.04","1218.29051","9344.67253","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ESC","East South Central","IND","industrial","25947","7.37","668.33559","9062.73183","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ESC","East South Central","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ESC","East South Central","RES","residential","8889727","13.97","1808.30897","12941.395","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ESC","East South Central","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","FL","Florida","ALL","all sectors","11982346","13.53","3617.85129","26744.21923","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","FL","Florida","COM","commercial","1325932","11.39","1115.19309","9792.05553","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","FL","Florida","IND","industrial","25271","8.94","142.19174","1590.2508","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","FL","Florida","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","FL","Florida","RES","residential","10631141","15.37","2359.81584","15355.99994","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","FL","Florida","TRA","transportation","2","11",".65062","5.91296","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","GA","Georgia","ALL","all sectors","5510495","12.42","1820.14431","14658.95361","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","GA","Georgia","COM","commercial","625324","11.18","603.45559","5398.19189","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","GA","Georgia","IND","industrial","23361","8.15","236.78775","2906.5283","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","GA","Georgia","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","GA","Georgia","RES","residential","4861809","15.43","978.08336","6340.27994","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","GA","Georgia","TRA","transportation","1","13.03","1.81761","13.95347","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","HI","Hawaii","ALL","all sectors","509303","34.4","288.14134","837.57928","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","HI","Hawaii","COM","commercial","59832","35","89.83333","256.69655","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","HI","Hawaii","IND","industrial","844","30.37","98.37636","323.95657","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","HI","Hawaii","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","HI","Hawaii","RES","residential","448627","38.9","99.93165","256.92615","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","HI","Hawaii","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IA","Iowa","ALL","all sectors","1717210","11.69","619.39409","5297.78582","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IA","Iowa","COM","commercial","250143","13.16","156.45374","1188.8815","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IA","Iowa","IND","industrial","9451","8.96","239.82075","2677.0495","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IA","Iowa","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IA","Iowa","RES","residential","1457616","15.58","223.1196","1431.85482","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IA","Iowa","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ID","Idaho","ALL","all sectors","1046045","9.86","261.57963","2652.39959","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ID","Idaho","COM","commercial","126313","8.9","57.67941","648.26373","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ID","Idaho","IND","industrial","29979","8.68","97.30034","1121.5339","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ID","Idaho","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ID","Idaho","RES","residential","889753","12.08","106.59988","882.60196","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ID","Idaho","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IL","Illinois","ALL","all sectors","6029733","14.55","1895.62735","13032.23176","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IL","Illinois","COM","commercial","646901","13.94","605.92875","4347.54089","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IL","Illinois","IND","industrial","5567","10.8","407.99504","3777.6423","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IL","Illinois","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IL","Illinois","RES","residential","5377262","18.06","878.4539","4864.08518","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IL","Illinois","TRA","transportation","3","7.56","3.24966","42.96338","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IN","Indiana","ALL","all sectors","3398143","12.97","1252.84533","9662.23289","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IN","Indiana","COM","commercial","375986","14.05","341.08203","2428.39235","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IN","Indiana","IND","industrial","19287","9.21","354.95229","3852.91516","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IN","Indiana","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IN","Indiana","RES","residential","3002869","16.47","556.56188","3379.12419","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","IN","Indiana","TRA","transportation","1","13.83",".24913","1.8012","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KS","Kansas","ALL","all sectors","1624014","12.08","513.37948","4251.36319","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KS","Kansas","COM","commercial","250876","12.02","193.50262","1610.05751","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KS","Kansas","IND","industrial","24619","8.2","87.68846","1068.94894","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KS","Kansas","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KS","Kansas","RES","residential","1348519","14.77","232.1884","1572.35674","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KS","Kansas","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KY","Kentucky","ALL","all sectors","2340153","10.75","761.00846","7077.26975","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KY","Kentucky","COM","commercial","328215","11.95","236.20607","1976.97826","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KY","Kentucky","IND","industrial","4727","7.19","176.51133","2455.53307","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KY","Kentucky","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KY","Kentucky","RES","residential","2007211","13.17","348.29105","2644.75842","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","KY","Kentucky","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","LA","Louisiana","ALL","all sectors","2488242","9.73","945.32688","9711.28018","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","LA","Louisiana","COM","commercial","304515","10.89","261.19545","2397.58189","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","LA","Louisiana","IND","industrial","17774","6.35","239.2537","3769.00612","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","LA","Louisiana","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","LA","Louisiana","RES","residential","2165952","12.55","444.78111","3543.80869","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","LA","Louisiana","TRA","transportation","1","10.94",".09662",".88349","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MA","Massachusetts","ALL","all sectors","3336369","25.82","1265.41476","4901.00485","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MA","Massachusetts","COM","commercial","425936","23.12","518.46491","2242.37066","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MA","Massachusetts","IND","industrial","10395","19.55","108.63914","555.6452","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MA","Massachusetts","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MA","Massachusetts","RES","residential","2900036","30.61","636.13531","2078.27109","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MA","Massachusetts","TRA","transportation","2","8.8","2.17541","24.7179","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MAT","Middle Atlantic","ALL","all sectors","19295802","19.38","6591.96205","34016.92834","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MAT","Middle Atlantic","COM","commercial","2461832","18.95","2622.12646","13840.39164","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MAT","Middle Atlantic","IND","industrial","40167","10.22","607.39614","5941.39379","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MAT","Middle Atlantic","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MAT","Middle Atlantic","RES","residential","16793785","23.79","3306.30157","13897.16615","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MAT","Middle Atlantic","TRA","transportation","18","16.61","56.13787","337.97676","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MD","Maryland","ALL","all sectors","2740071","17.05","875.35685","5133.66174","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MD","Maryland","COM","commercial","262547","15.09","366.71549","2429.8996","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MD","Maryland","IND","industrial","9383","11.33","35.16802","310.53246","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MD","Maryland","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MD","Maryland","RES","residential","2468136","19.83","468.34401","2361.74364","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MD","Maryland","TRA","transportation","5","16.29","5.12933","31.48603","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ME","Maine","ALL","all sectors","872014","23.3","227.95728","978.51952","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ME","Maine","COM","commercial","113542","21.36","78.63127","368.15709","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ME","Maine","IND","industrial","1845","16.46","32.25725","195.99946","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ME","Maine","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ME","Maine","RES","residential","756627","28.25","117.06877","414.36297","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ME","Maine","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MI","Michigan","ALL","all sectors","5117092","15.26","1446.87332","9478.52377","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MI","Michigan","COM","commercial","569981","14.86","525.47235","3535.83811","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MI","Michigan","IND","industrial","5731","8.44","213.19832","2525.50288","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MI","Michigan","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MI","Michigan","RES","residential","4541378","20.73","708.13492","3416.69915","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MI","Michigan","TRA","transportation","2","14.01",".06773",".48363","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MN","Minnesota","ALL","all sectors","2942713","13.37","800.25526","5985.43243","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MN","Minnesota","COM","commercial","311561","13.06","274.34904","2101.02018","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MN","Minnesota","IND","industrial","9509","9.4","164.12728","1745.30452","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MN","Minnesota","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MN","Minnesota","RES","residential","2621642","16.91","361.6065","2137.93175","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MN","Minnesota","TRA","transportation","1","14.66",".17244","1.17597","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MO","Missouri","ALL","all sectors","3290804","13.43","1050.63432","7822.34726","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MO","Missouri","COM","commercial","407392","12.45","361.33546","2903.17052","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MO","Missouri","IND","industrial","9366","9.5","113.46261","1194.48885","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MO","Missouri","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MO","Missouri","RES","residential","2874044","15.46","575.49874","3722.38004","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MO","Missouri","TRA","transportation","2","14.62",".33751","2.30785","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MS","Mississippi","ALL","all sectors","1610350","11.57","581.60529","5027.66416","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MS","Mississippi","COM","commercial","248094","12.75","187.12218","1467.41924","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MS","Mississippi","IND","industrial","12911","7.49","109.64456","1464.26316","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MS","Mississippi","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MS","Mississippi","RES","residential","1349345","13.59","284.83855","2095.98176","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MS","Mississippi","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MT","Montana","ALL","all sectors","723710","11.59","153.27541","1322.59942","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MT","Montana","COM","commercial","141985","12.55","56.93359","453.55611","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MT","Montana","IND","industrial","14153","7.41","29.94944","404.07488","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MT","Montana","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MT","Montana","RES","residential","567572","14.28","66.39237","464.96842","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MT","Montana","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MTN","Mountain","ALL","all sectors","12597738","12.23","4043.57399","33066.47056","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MTN","Mountain","COM","commercial","1551941","11.97","1365.12532","11406.0439","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MTN","Mountain","IND","industrial","103217","8.68","716.73456","8261.92589","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MTN","Mountain","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MTN","Mountain","RES","residential","10942575","14.65","1960.24166","13384.95876","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","MTN","Mountain","TRA","transportation","5","10.87","1.47246","13.54201","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NC","North Carolina","ALL","all sectors","5939661","11.73","1527.43909","13026.48716","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NC","North Carolina","COM","commercial","756899","10.07","478.36196","4748.37079","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NC","North Carolina","IND","industrial","8759","7.82","184.08992","2355.04779","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NC","North Carolina","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NC","North Carolina","RES","residential","5174002","14.6","864.87851","5921.9322","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NC","North Carolina","TRA","transportation","1","9.57",".1087","1.13638","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ND","North Dakota","ALL","all sectors","488756","8.35","207.23277","2483.05669","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ND","North Dakota","COM","commercial","77874","7.51","70.01409","931.66922","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ND","North Dakota","IND","industrial","10948","7.5","87.79787","1170.47359","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ND","North Dakota","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ND","North Dakota","RES","residential","399934","12.97","49.42082","380.91388","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","ND","North Dakota","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NE","Nebraska","ALL","all sectors","1153984","10.06","366.70603","3645.10812","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NE","Nebraska","COM","commercial","165031","9.44","125.45177","1328.61387","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NE","Nebraska","IND","industrial","65645","8.21","105.59717","1285.73624","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NE","Nebraska","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NE","Nebraska","RES","residential","923308","13.16","135.65709","1030.758","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NE","Nebraska","TRA","transportation","0","0","0","0","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NEW","New England","ALL","all sectors","7626874","24.92","2647.95182","10625.60743","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NEW","New England","COM","commercial","937974","22.66","1027.9593","4537.22539","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NEW","New England","IND","industrial","21033","18.05","233.89871","1295.80764","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NEW","New England","OTH","other",NA,NA,NA,NA,"number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NEW","New England","RES","residential","6667861","29.07","1380.16149","4748.14656","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
"2025-08","NEW","New England","TRA","transportation","6","13.35","5.93232","44.42784","number of customers","cents per kilowatt-hour","million dollars","million kilowatt hours"
