"period","subba","subba-name","parent","parent-name","value","value-units"
"2026-09-18T02","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1409","megawatthours"
"2026-09-18T02","ZONH","Millwood","NYIS","New York Independent System Operator","357","megawatthours"
"2026-09-18T02","ZONI","Dunwoodie","NYIS","New York Independent System Operator","819","megawatthours"
"2026-09-18T02","ZONJ","New York City","NYIS","New York Independent System Operator","7396","megawatthours"
"2026-09-18T02","ZONK","Long Island","NYIS","New York Independent System Operator","3096","megawatthours"
"2026-09-18T02","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-18T02","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","19","megawatthours"
"2026-09-18T02","Frep","Freeport","PNM","Public Service Company of New Mexico","41","megawatthours"
"2026-09-18T02","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-18T02","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","59","megawatthours"
"2026-09-18T02","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","25","megawatthours"
"2026-09-18T02","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","72","megawatthours"
"2026-09-18T02","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1592","megawatthours"
"2026-09-18T02","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","303","megawatthours"
"2026-09-18T02","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","8413","megawatthours"
"2026-09-18T02","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","1028","megawatthours"
"2026-09-18T02","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1496","megawatthours"
"2026-09-18T02","INDN","Independence Power & Light","SWPP","Southwest Power Pool","217","megawatthours"
"2026-09-18T02","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","400","megawatthours"
"2026-09-18T02","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","3254","megawatthours"
"2026-09-18T02","LES","Lincoln Electric System","SWPP","Southwest Power Pool","613","megawatthours"
"2026-09-18T02","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1735","megawatthours"
"2026-09-18T02","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2277","megawatthours"
"2026-09-18T02","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","6400","megawatthours"
"2026-09-18T02","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2443","megawatthours"
"2026-09-18T02","SECI","Sunflower Electric","SWPP","Southwest Power Pool","956","megawatthours"
"2026-09-18T02","SPRM","City of Springfield","SWPP","Southwest Power Pool","649","megawatthours"
"2026-09-18T02","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","5064","megawatthours"
"2026-09-18T02","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","4198","megawatthours"
"2026-09-18T02","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1504","megawatthours"
"2026-09-18T02","WR","Westar Energy","SWPP","Southwest Power Pool","5630","megawatthours"
"2026-09-18T02","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","467","megawatthours"
"2026-09-18T02","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2729","megawatthours"
"2026-09-18T02","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","59","megawatthours"
"2026-09-18T01","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","182","megawatthours"
"2026-09-18T01","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","298","megawatthours"
"2026-09-18T01","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","392","megawatthours"
"2026-09-18T01","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","12200","megawatthours"
"2026-09-18T01","SCE","Southern California Edison","CISO","California Independent System Operator","15561","megawatthours"
"2026-09-18T01","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","3157","megawatthours"
"2026-09-18T01","VEA","Valley Electric Association","CISO","California Independent System Operator","99","megawatthours"
"2026-09-18T01","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","11650","megawatthours"
"2026-09-18T01","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","7675","megawatthours"
"2026-09-18T01","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","14474","megawatthours"
"2026-09-18T01","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","19319","megawatthours"
"2026-09-18T01","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","13849","megawatthours"
"2026-09-18T01","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","27660","megawatthours"
"2026-09-18T01","ZONA","West","NYIS","New York Independent System Operator","1905","megawatthours"
"2026-09-18T01","ZONB","Genesee","NYIS","New York Independent System Operator","1318","megawatthours"
"2026-09-18T01","ZONC","Central","NYIS","New York Independent System Operator","2010","megawatthours"
"2026-09-18T01","ZOND","North","NYIS","New York Independent System Operator","562","megawatthours"
"2026-09-18T01","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","963","megawatthours"
"2026-09-18T01","ZONF","Capital","NYIS","New York Independent System Operator","1538","megawatthours"
"2026-09-18T01","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1472","megawatthours"
"2026-09-18T01","ZONH","Millwood","NYIS","New York Independent System Operator","381","megawatthours"
"2026-09-18T01","ZONI","Dunwoodie","NYIS","New York Independent System Operator","852","megawatthours"
"2026-09-18T01","ZONJ","New York City","NYIS","New York Independent System Operator","7610","megawatthours"
"2026-09-18T01","ZONK","Long Island","NYIS","New York Independent System Operator","3257","megawatthours"
"2026-09-18T01","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-18T01","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","18","megawatthours"
"2026-09-18T01","Frep","Freeport","PNM","Public Service Company of New Mexico","41","megawatthours"
"2026-09-18T01","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-18T01","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","60","megawatthours"
"2026-09-18T01","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","27","megawatthours"
"2026-09-18T01","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","73","megawatthours"
"2026-09-18T01","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1633","megawatthours"
"2026-09-18T01","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","309","megawatthours"
"2026-09-18T01","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","8891","megawatthours"
"2026-09-18T01","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","1078","megawatthours"
"2026-09-18T01","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1532","megawatthours"
"2026-09-18T01","INDN","Independence Power & Light","SWPP","Southwest Power Pool","227","megawatthours"
"2026-09-18T01","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","407","megawatthours"
"2026-09-18T01","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","3354","megawatthours"
"2026-09-18T01","LES","Lincoln Electric System","SWPP","Southwest Power Pool","620","megawatthours"
"2026-09-18T01","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1799","megawatthours"
"2026-09-18T01","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2267","megawatthours"
"2026-09-18T01","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","6648","megawatthours"
"2026-09-18T01","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2482","megawatthours"
"2026-09-18T01","SECI","Sunflower Electric","SWPP","Southwest Power Pool","994","megawatthours"
"2026-09-18T01","SPRM","City of Springfield","SWPP","Southwest Power Pool","681","megawatthours"
"2026-09-18T01","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","5164","megawatthours"
"2026-09-18T01","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","4224","megawatthours"
"2026-09-18T01","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1569","megawatthours"
"2026-09-18T01","WR","Westar Energy","SWPP","Southwest Power Pool","5862","megawatthours"
"2026-09-18T01","PRPA","Platte River Power Authority - PRPA","SWPW","Southwest Power Pool West Balancing Authority Area","471","megawatthours"
"2026-09-18T01","WACM","Western Area Power Administration - Colorado Missouri Region - WACM","SWPW","Southwest Power Pool West Balancing Authority Area","2741","megawatthours"
"2026-09-18T01","WAUW","Western Area Power Administration - Upper Great Plains West - WAUW","SWPW","Southwest Power Pool West Balancing Authority Area","60","megawatthours"
"2026-09-18T00","BASI","Basin Electric Power Cooperative","BHBA","Black Hills Energy","196","megawatthours"
"2026-09-18T00","SDE","Black Hills Energy South Dakota Electric","BHBA","Black Hills Energy","300","megawatthours"
"2026-09-18T00","WYE","Black Hills Energy Wyoming Electric","BHBA","Black Hills Energy","395","megawatthours"
"2026-09-18T00","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","11743","megawatthours"
"2026-09-18T00","SCE","Southern California Edison","CISO","California Independent System Operator","16818","megawatthours"
"2026-09-18T00","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","3076","megawatthours"
"2026-09-18T00","VEA","Valley Electric Association","CISO","California Independent System Operator","98","megawatthours"
"2026-09-18T00","0001","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","11543","megawatthours"
"2026-09-18T00","0004","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","7843","megawatthours"
"2026-09-18T00","0006","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","15007","megawatthours"
"2026-09-18T00","0027","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","19398","megawatthours"
"2026-09-18T00","0035","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","14268","megawatthours"
"2026-09-18T00","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","28663","megawatthours"
"2026-09-18T00","ZONA","West","NYIS","New York Independent System Operator","1944","megawatthours"
"2026-09-18T00","ZONB","Genesee","NYIS","New York Independent System Operator","1354","megawatthours"
"2026-09-18T00","ZONC","Central","NYIS","New York Independent System Operator","2070","megawatthours"
"2026-09-18T00","ZOND","North","NYIS","New York Independent System Operator","575","megawatthours"
"2026-09-18T00","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","982","megawatthours"
"2026-09-18T00","ZONF","Capital","NYIS","New York Independent System Operator","1582","megawatthours"
"2026-09-18T00","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1510","megawatthours"
"2026-09-18T00","ZONH","Millwood","NYIS","New York Independent System Operator","396","megawatthours"
"2026-09-18T00","ZONI","Dunwoodie","NYIS","New York Independent System Operator","875","megawatthours"
"2026-09-18T00","ZONJ","New York City","NYIS","New York Independent System Operator","7787","megawatthours"
"2026-09-18T00","ZONK","Long Island","NYIS","New York Independent System Operator","3367","megawatthours"
"2026-09-18T00","ACMA","City of Acoma Pueblo","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-18T00","CYGA","City of Gallup","PNM","Public Service Company of New Mexico","19","megawatthours"
"2026-09-18T00","Frep","Freeport","PNM","Public Service Company of New Mexico","42","megawatthours"
"2026-09-18T00","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours"
"2026-09-18T00","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","64","megawatthours"
"2026-09-18T00","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","10","megawatthours"
"2026-09-18T00","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","73","megawatthours"
"2026-09-18T00","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1652","megawatthours"
"2026-09-18T00","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","306","megawatthours"
"2026-09-18T00","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","9346","megawatthours"
"2026-09-18T00","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","1137","megawatthours"
"2026-09-18T00","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","1558","megawatthours"
"2026-09-18T00","INDN","Independence Power & Light","SWPP","Southwest Power Pool","242","megawatthours"
"2026-09-18T00","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","419","megawatthours"
"2026-09-18T00","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","3516","megawatthours"
"2026-09-18T00","LES","Lincoln Electric System","SWPP","Southwest Power Pool","632","megawatthours"
"2026-09-18T00","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1888","megawatthours"
"2026-09-18T00","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2261","megawatthours"
"2026-09-18T00","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","6861","megawatthours"
"2026-09-18T00","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2523","megawatthours"
